Unnamed: 0,argument,sa_argument,hypothesis,is_fallacy
229,"There must be objective rights and wrongs in the universe.  If not, how can you possibly say that torturing babies for fun could ever be right?","There must be objective rights and wrongs in the universe . If not , how can you possibly say that torturing babies for fun could ever be right ? ",This argument is fallacious.,1
200,"Helga: You should not be eating that... it has been scientifically proven that eating fat burgers are no good for your health.
Hugh: You eat fat burgers all the time so that can’t be true.",MSK<0> : MSK<0> should not be MSK<1> that ... it has been scientifically proven that MSK<1> MSK<3> are no good for MSK<0> health . Hugh : MSK<0> MSK<1> MSK<3> all the time so that ca n’t be true . ,This argument is fallacious.,1
893,If you don't say the Pledge of Allegiance you are a traitor.,If MSK<0> don't say the Pledge of Allegiance MSK<0> are a traitor . ,This argument is fallacious.,1
1797,"We haven’t proven aliens didn’t create life on earth, so aliens created life on earth.","We have n’t proven MSK<0> did n’t MSK<2> on MSK<3> , so MSK<0> MSK<2> on MSK<3> . ",This argument is fallacious.,1
2326,"I saw Ashton Kutcher in a commercial for male skin care. He's looking good for his age, so I'm willing to try the product. He must know what he's talking about.","MSK<0> saw MSK<1> in a commercial for male skin care . MSK<1> 's looking good for MSK<1> age , so MSK<0> 'm willing to try the product . MSK<1> must know what MSK<1> 's talking about . ",This argument is fallacious.,1
1135,You moved the goalposts or made up an exception when your claim was shown to be false.,MSK<0> moved the goalposts or made up an exception when MSK<0> claim was shown to be false . ,This argument is fallacious.,1
1325,"By rejecting God, you are rejecting goodness, kindness, and love itself.","By MSK<0> God , you are MSK<0> goodness , MSK<1> , and love MSK<1> . ",This argument is fallacious.,1
1235,"I believe in supernatural beings because every time I drive past the cemetery where  my grandmother is buried, a light on my dashboard flashes.  Her spirit causes this because it never happens otherwise.","MSK<0> believe in supernatural beings because every time MSK<0> drive past the cemetery where MSK<0> grandmother is buried , a light on MSK<0> dashboard flashes . MSK<1> causes this because MSK<1> never happens otherwise . ",This argument is fallacious.,1
795,A lion is a cat and cats are good pets so a lion must be a good pet.,MSK<0> is a MSK<1> and MSK<1> are MSK<2> MSK<1> so MSK<0> must be a MSK<2> MSK<1> . ,This argument is fallacious.,1
1068,"Animal experimentation reduces our respect for life. If we don't respect life, we are likely to be more and more tolerant of violent acts like war and murder. Soon our society will become a battlefield in which everyone constantly fears for their lives. It will be the end of civilization.","Animal experimentation reduces MSK<0> MSK<1> for MSK<2> . If MSK<0> don't MSK<1> MSK<2> , MSK<0> are likely to be more and more tolerant of violent acts like war and murder . Soon MSK<3> will become a battlefield in which MSK<4> constantly fears for MSK<4> MSK<2> . MSK<3> will be the end of civilization . ",This argument is fallacious.,1
47,President Trump said that he was proud of the children who participated in this year's Special Olympics. Those kids are a bunch of losers.,MSK<0> said that MSK<0> was proud of the MSK<1> who participated in this year 's Special Olympics . Those MSK<1> are a bunch of losers . ,This argument is fallacious.,1
1336,"This type of propaganda implies that since EVERYONE else is buying a product, so should you!","This type of propaganda implies that since EVERYONE else is buying a product , so should you ! ",This argument is fallacious.,1
438,My neighbor’s child was kidnapped while playing alone in her yard. My city must be a dangerous place for children.,MSK<0> neighbor ’s MSK<1> was kidnapped while playing alone in her yard . MSK<0> city must be a dangerous place for MSK<1> . ,This argument is fallacious.,1
296,Senator Smith says we should cut back the Defense budget. His position is that we should let down our defenses and just trust our enemies not to attack us!,MSK<0> says MSK<1> should cut back the Defense budget . MSK<0> position is that MSK<1> should let down MSK<1> defenses and just trust MSK<1> enemies not to attack MSK<1> ! ,This argument is fallacious.,1
1673,"My political candidate gives 10% of his income to the needy, goes to church every Sunday, and volunteers one day a week at a homeless shelter. Therefore, he is honest and morally straight.
Explanation: What information was left out of the example is that this same candidate gives 10% of his income to needy prostitutes in exchange for services, goes to the bar every Sunday after church (and sometimes before), and only works at the homeless shelter to get clients for his drug dealing business.","MSK<0> gives MSK<1> % of MSK<2> to the MSK<3> , goes to MSK<4> MSK<5> , and volunteers one day a week at MSK<6> . Therefore , MSK<0> is honest and morally straight . Explanation : What information was left out of the example is that MSK<0> gives MSK<1> % of MSK<2> to MSK<3> prostitutes in exchange for services , goes to the bar MSK<5> after MSK<4> ( and sometimes before ) , and only works at MSK<6> to get clients for MSK<0> drug dealing business . ",This argument is fallacious.,1
1043,"""You'll make the right decision because you have something that not many people do: you have heart.""?",""" MSK<0> 'll make the right decision because MSK<0> have something that not many people do : MSK<0> have heart . "" ? ",This argument is fallacious.,1
194,Historians agree that studying the past is the best way to avoid repeating mistakes.,Historians agree that studying the past is the best way to avoid repeating mistakes . ,This argument is fallacious.,1
175,"If everyone believes it, you should too!","If everyone believes it , you should too ! ",This argument is fallacious.,1
2410,"We can’t freeze the academic year because then students won’t graduate on time. Next thing you know most people will be unemployed and will resort to crime. The crime rate will skyrocket and society will collapse.
No podemos congelar el año académico porque entonces los estudiantes no se graduarán a tiempo. Lo siguiente que sabes es que la mayoría de la gente estará desempleada y recurrirá al crimen. La tasa de criminalidad se disparará y la sociedad colapsará.",We ca n’t freeze the MSK<7> year because then students wo n’t graduate on time . Next thing you know most people will be unemployed and will resort to MSK<0> . The MSK<0> rate will skyrocket and society will collapse . No podemos congelar el año MSK<7> MSK<6> entonces MSK<3> estudiantes no MSK<1> graduarán a tiempo . Lo MSK<6> MSK<2> sabes es MSK<2> MSK<3> mayoría MSK<4> MSK<3> gente estará desempleada MSK<5> recurrirá al MSK<0> . MSK<3> tasa MSK<4> MSK<0> MSK<1> disparará MSK<5> MSK<3> sociedad colapsará . ,This argument is fallacious.,1
461,"""She's definitely a feminist; she watched the Democratic National Convention"" IS an example of this fallacy.",""" MSK<0> 's definitely a feminist ; MSK<0> watched the Democratic National Convention "" IS an example of this fallacy . ",This argument is fallacious.,1
1205,Some teenagers in our community recently vandalized the park downtown. Teenagers are so irresponsible and destructive.,Some MSK<0> in our community recently vandalized the park downtown . MSK<0> are so irresponsible and destructive . ,This argument is fallacious.,1
1082,Snarl Words are an example of...,Snarl Words are an example of ... ,This argument is fallacious.,1
723,"I don't think we need to talk to the people in the Justice Department about the practicality of enforcing this bill. The Justice Department is full of Democrats, and they are already biased against it.","I don't think MSK<0> need to talk to the people in MSK<0> about the practicality of enforcing this bill . MSK<0> is full of Democrats , and MSK<0> are already biased against MSK<0> . ",This argument is fallacious.,1
17,Encampment is like basic training. It’s CAP’s equivalent to Boot Camp.,MSK<0> is like basic training . MSK<0> ’s CAP ’s equivalent to Boot Camp . ,This argument is fallacious.,1
619,People who eat yogurt have healthy guts. If I eat yogurt I will never get sick.,People who MSK<1> have healthy guts . If MSK<2> MSK<1> MSK<2> will never get sick . ,This argument is fallacious.,1
1188,"There are so many experiences in the human realm that are wonderful. Sexual intimacy between two willing adults who love each other is wonderful. A therapist helping a client is wonderful. When the relationship between a therapist and client is so deep that it could be characterized as love, it's wonderful. When all these acts become part of one process between two people, it must be exceptionally wonderful. How could anyone condemn such a wonderfully human process as unethical?","There are so many experiences in the MSK<0> realm that are MSK<1> . Sexual intimacy between two willing adults who MSK<2> each other is MSK<1> . A therapist helping a client is MSK<1> . When MSK<3> is so deep that MSK<3> could be characterized as MSK<2> , MSK<3> 's MSK<1> . When all these acts become part of one MSK<4> between two people , it must be exceptionally MSK<1> . How could anyone condemn such a wonderfully MSK<0> MSK<4> as unethical ? ",This argument is fallacious.,1
489,How do I know that Beth is the most intelligent person in our geometry class? I know because she's so smart.,How do MSK<1> that MSK<2> is the most MSK<3> person in our geometry class ? MSK<1> because MSK<2> 's so MSK<3> . ,This argument is fallacious.,1
1055," 
The presence of police at protests cause an escalation of violence. It was the case that at the protest last night attended by uniformed police, there was an escalation of violence. Therefore, police should not be at protests.","MSK<0> cause MSK<1> . MSK<0> was the case that at the MSK<2> last night attended by uniformed MSK<3> , there was MSK<1> . Therefore , MSK<3> should not be at MSK<2> . ",This argument is fallacious.,1
385,"""I don't know how to complete my geometry homework tonight; I probably can't pass the course since I can't do this one assignment.""",""" MSK<0> don't know how to complete MSK<0> geometry homework tonight ; MSK<0> probably can't pass the course since MSK<0> can't do this one assignment . "" ",This argument is fallacious.,1
2296,How can you tell me I should exercise to lose weight? All you do is sit behind a desk all day. I've never seen you do a lick of exercise.,How can MSK<0> tell MSK<1> MSK<1> should MSK<2> to lose weight ? All MSK<0> do is sit behind a desk all day . MSK<1> 've never seen MSK<0> do a lick of MSK<2> . ,This argument is fallacious.,1
1662,A woman decides to visit a certain doctor after only asking advice on the best doctors from ONE friend.,A woman decides to visit a certain MSK<0> after only asking advice on the best MSK<0> from ONE friend . ,This argument is fallacious.,1
145,Saying that a compromise between two extremes is the truth,Saying that a compromise between two extremes is the truth ,This argument is fallacious.,1
2097,The house is white; therefore it must be big,MSK<0> is white ; therefore MSK<0> must be big ,This argument is fallacious.,1
2216,Either you love me or you hate me.,Either MSK<0> love MSK<1> or MSK<0> hate MSK<1> . ,This argument is fallacious.,1
2277,"""You are not a credible resource person. You haven't finished college.""",""" MSK<0> are not a credible resource person . MSK<0> haven't finished college . "" ",This argument is fallacious.,1
820,Everyone is doing the Low-Carb Diet.,Everyone is doing the Low - Carb Diet . ,This argument is fallacious.,1
703,We should pass a constitutional amendment making it illegal to burn the American flag. Anyone who thinks otherwise just hates America.,We should pass a constitutional amendment making it illegal to burn the American flag . Anyone who thinks otherwise just hates America . ,This argument is fallacious.,1
937,Bob Jones is a monster who likes to separate immigrant families in detention centers. How could you vote for someone like that??,MSK<0> is a monster who MSK<1> to separate immigrant families in detention centers . How could MSK<0> vote for someone MSK<1> that ?? ,This argument is fallacious.,1
1651,"That lady had a rough day today. She woke up late, she was not able to eat breakfast, she missed the train and was late for work. My heart aches for this poor lady.","MSK<0> had a rough day today . MSK<0> woke up MSK<1> , MSK<0> was not able to eat breakfast , MSK<0> missed the train and was MSK<1> for work . My heart aches for MSK<0> . ",This argument is fallacious.,1
1675,"A year is 365 days long, so I celebrate my birthday every 365 days.","A year is MSK<1> long , so MSK<2> celebrate MSK<2> birthday every MSK<1> . ",This argument is fallacious.,1
1772,"Anthony and Marie have a heated argument. During their fight, Anthony tells Marie that he hates her and wished that she would get hit by a bus. Later that evening, Anthony receives a call from a friend who tells him that Marie is in the hospital because she was struck by a bus. Anthony immediately blames himself and reasons that if he hadn't made that comment during their fight, Marie would not have been hit. What logical fallacy has Anthony committed?
http://www.funtrivia.com","MSK<0> and MSK<1> have a heated argument . During MSK<2> , MSK<0> MSK<3> MSK<1> that MSK<0> hates MSK<1> and wished that MSK<1> would get MSK<4> by MSK<5> . Later that evening , MSK<0> receives a call from a friend who MSK<3> MSK<0> that MSK<1> is in the hospital because MSK<1> was struck by MSK<5> . MSK<0> immediately blames MSK<0> and reasons that if MSK<0> hadn't made that comment during MSK<2> , MSK<1> would not have been MSK<4> . What logical fallacy has MSK<0> committed ? http://www.funtrivia.com ",This argument is fallacious.,1
254,"The makers of Sugarette Candy Drinks point to research showing that of the five countries where Sugarette drinks sell the most units, three of them are in the top ten healthiest countries on Earth, therefore Sugarette drinks are healthy.","The makers of MSK<0> Candy MSK<2> point to research showing that of the five MSK<1> where MSK<0> MSK<2> sell the most units , three of them are in the top ten healthiest MSK<1> on Earth , therefore MSK<0> MSK<2> are healthy . ",This argument is fallacious.,1
2062,"""You know me - I've taught Sunday School at your church for years, babysat your children, and served as a playground director for many summers - so you know I can run your preschool.""?",""" MSK<0> MSK<1> MSK<2> - MSK<2> 've taught Sunday School at MSK<0> church for years , babysat MSK<0> children , and served as a playground director for many summers - so MSK<3> MSK<1> MSK<2> can run MSK<3> preschool . "" ? ",This argument is fallacious.,1
300,"company's slogan ""Expect More. Pay Less.""","company 's slogan "" Expect More . Pay Less . "" ",This argument is fallacious.,1
1759,"“Andrea Dworkin has written several books arguing that pornography harms women. But Dworkin is just ugly and bitter, so why should we listen to her?”","MSK<1> MSK<0> has written several books arguing that pornography harms women . But MSK<0> is just ugly and bitter , so why should we listen to MSK<0> ? MSK<1> ",This argument is fallacious.,1
30,I would never buy a Buick. My father owned two of them and both of them had frequent transmission problems. Buicks obviously break down all the time.,MSK<0> would never buy a MSK<1> . MSK<0> father owned two of MSK<2> and both of MSK<2> had frequent transmission problems . MSK<1> obviously break down all the time . ,This argument is fallacious.,1
775,"""Real Cubans understand presumption of guilt.""",""" Real Cubans understand presumption of guilt . "" ",This argument is fallacious.,1
610,My fridge isn't working. I should probably finish that book I've been reading.,MSK<0> fridge isn't working . MSK<0> should probably finish that book MSK<0> 've been reading . ,This argument is fallacious.,1
1103,“I didn’t see you at the charity fundraiser today. I guess you are not a good person after all.”,MSK<2> MSK<0> did n’t see MSK<1> at the charity fundraiser today . MSK<0> guess MSK<1> are not a good person after all . MSK<2> ,This argument is fallacious.,1
517,Why must you always take such a stupid and uninformed approach to ethics?,Why must you always take such a stupid and uninformed approach to ethics ? ,This argument is fallacious.,1
715,My job interview did not go well. I'll never get a job.,MSK<0> MSK<1> interview did not go well . MSK<0> 'll never get a MSK<1> . ,This argument is fallacious.,1
386,"TOPIC: Should people let their cats go outside?
DEBATE: ""People should let their cats go outside. Going outside gives cats more exercise.""
""Speaking of exercise, have you ever played 'Just Dance'? What a great workout!""","TOPIC : Should MSK<0> MSK<1> MSK<0> go MSK<2> ? DEBATE : "" coref2 should MSK<1> coref1 go MSK<2> . Going MSK<2> gives cats more MSK<3> . "" "" Speaking of MSK<3> , have you ever played ' Just Dance ' ? What a great MSK<3> ! "" ",This argument is fallacious.,1
459,"If you don’t eat breakfast, you’ll slouch in your desk. If you slouch in your desk, you’ll hurt your back. If you hurt your back, you’ll never become President. What fallacy is being committed here?","If MSK<0> do n’t eat breakfast , MSK<0> ’ll MSK<1> in MSK<0> . If MSK<0> MSK<1> in MSK<0> , MSK<0> ’ll MSK<2> MSK<0> . If MSK<0> MSK<2> MSK<0> , MSK<0> ’ll never become President . What fallacy is being committed here ? ",This argument is fallacious.,1
1657,"Hillary Clinton wants to take your guns away, and she wants to abolish the Second Amendment.","MSK<0> MSK<1> to take MSK<0> guns away , and MSK<0> MSK<1> to abolish the Second Amendment . ",This argument is fallacious.,1
768,Cardenas roots for a British football team. Clearly he’s unfit to be a chef at the new restaurant,MSK<0> roots for a British football team . Clearly MSK<0> ’s unfit to be a chef at the new restaurant ,This argument is fallacious.,1
1648,"""That's why, under my plan, individuals will be required to carry basic health insurance -- just as most states require you to carry auto insurance. Likewise, businesses will be required to either offer their workers health care, or chip in to help cover the cost of their workers."" President Obama on Universal Health Coverage (some feel that health insurance and car insurance are different on many fundamental aspects, and this is a bad comparison)",""" That 's why , under my plan , individuals will be MSK<0> to MSK<1> basic MSK<2> MSK<3> -- just as most states MSK<0> you to MSK<1> auto MSK<3> . Likewise , MSK<4> will be MSK<0> to either offer MSK<4> MSK<5> MSK<2> care , or chip in to help cover the cost of MSK<4> MSK<5> . "" President Obama on Universal MSK<2> Coverage ( some feel that MSK<6> are different on many fundamental aspects , and MSK<6> is a bad comparison ) ",This argument is fallacious.,1
850,"If you don't go to camp, you won't have fun this summer, and your whole summer will be ruined!","If MSK<0> don't go to camp , MSK<0> won't have fun this MSK<1> , and MSK<0> whole MSK<1> will be ruined ! ",This argument is fallacious.,1
2396,"The more things change, the more they remain the same.","MSK<0> change , the more MSK<0> remain the same . ",This argument is fallacious.,1
1261,Why are you criticizing the Anti-Terror Law? Are you a terrorist?,Why are MSK<0> criticizing the Anti-Terror Law ? Are MSK<0> a terrorist ? ,This argument is fallacious.,1
283,Passing federal laws to control the amount of violence in music is the first step in a process that will result in absolute government control of the media and total censorship over all forms of artistic expression.,Passing federal laws to MSK<0> the amount of violence in music is the first step in a process that will result in absolute government MSK<0> of the media and total censorship over all forms of artistic expression . ,This argument is fallacious.,1
1259,"In our psychology department, half of the faculty believe that the new assistant professor shows serious problems in the area of ethics. The other half believe that the new faculty member shows no problems in the area of ethics. Obviously the new professor shows mild to moderate problems in the area of ethics.","In our psychology department , MSK<1> that MSK<2> shows serious MSK<3> in MSK<4> . MSK<1> that the new faculty member shows no MSK<3> in MSK<4> . Obviously MSK<2> shows mild to moderate MSK<3> in MSK<4> . ",This argument is fallacious.,1
2394,"person 1 : ""We should argue with logic facts""
person 2: ""You should grow a brain before you open your mouth""","MSK<2> : "" We should argue with logic facts "" MSK<2> : "" MSK<1> should grow a brain before MSK<1> open MSK<1> mouth "" ",This argument is fallacious.,1
1358,"Recently, we highlighted a British journalist’s story about the underside of Dubai’s startling ascent. Some in Dubai called foul, including one writer who wants to remind Britons that their own country has a dark side. After all, what to think of a country in which one-fifth of the population lives in poverty?","Recently , we highlighted a British MSK<1> ’s story about the underside of MSK<0> . Some in MSK<0> called foul , including one MSK<1> who wants to remind coref2 that coref1 has a dark side . After all , what to think of a country in which one - fifth of the population lives in poverty ? ",This argument is fallacious.,1
2301,"Our garage sale made lots of money before Joan showed up. Obviously, she scared off all the customers.","Our garage sale made lots of money before MSK<0> showed up . Obviously , MSK<0> scared off all the customers . ",This argument is fallacious.,1
2045,"Which fallacy literally means ""He did it himself?""","Which fallacy literally means "" MSK<0> did it MSK<0> ? "" ",This argument is fallacious.,1
1664,"""Who are you to ask fast food restaurants to give us nutritional facts? I saw you eat Taco Bell last night!""",""" Who are MSK<0> to ask fast food restaurants to give us nutritional facts ? MSK<0> saw MSK<0> eat Taco Bell last night ! "" ",This argument is fallacious.,1
897,A commercial claims that a specific brand of cereal is the best way to start the day because athlete Michael Jordan says that it is what he eats every day for breakfast.,A commercial claims that MSK<0> is the best way to start the MSK<1> because MSK<2> says that MSK<0> is what MSK<2> eats every MSK<1> for breakfast . ,This argument is fallacious.,1
1279,Warning!  Smoking may cause frostbite?,Warning ! Smoking may cause frostbite ? ,This argument is fallacious.,1
458,"Poetry is a based on rhythm, and music is based on rhythm, so isn't poetry a kind of music?","MSK<0> is a MSK<1> on MSK<2> , and MSK<3> is MSK<1> on MSK<2> , so isn't MSK<0> a kind of MSK<3> ? ",This argument is fallacious.,1
503,"An NSA whistle-blower, William Binney, said last week that the agency’s surveillance activities put us on 'a slippery slope toward a totalitarian state'","An NSA whistle - blower , William Binney , said last week that the agency ’s surveillance activities put us on ' a slippery slope toward a totalitarian state ' ",This argument is fallacious.,1
716,"Why does the law state that you have to be 21 years old to drink?  Does it really make any difference if you are 20 years and 364 days old?  That is absurd.  Therefore, if a single day makes no difference, then a collection of 1095 single days won’t make any difference. Therefore, changing the drinking age to 18 will not make any difference.","Why does MSK<0> ? Does MSK<0> really make any MSK<1> if coref1 are MSK<4> years and 364 MSK<2> MSK<4> ? That is absurd . Therefore , if a MSK<3> MSK<2> makes no MSK<1> , then a collection of 1095 MSK<3> MSK<2> wo n’t make any MSK<1> . Therefore , changing the drinking MSK<4> to MSK<4> will not make any MSK<1> . ",This argument is fallacious.,1
1056,"“Either you love me, or you hate me.”","MSK<2> Either MSK<0> love MSK<1> , or MSK<0> hate MSK<1> . MSK<2> ",This argument is fallacious.,1
1390,A news story that reported that Captain Shah was under investigation was shared widely on social media. He must have been the individual who caused the crash.,A news story that reported that MSK<0> was under investigation was shared widely on social media . MSK<0> must have been the individual who caused the crash . ,This argument is fallacious.,1
2359,"Speaker 1: I'll never talk.
Speaker 2: We have ways of making you talk.",MSK<3> : MSK<1> 'll never MSK<2> . MSK<3> : We have ways of making MSK<1> MSK<2> . ,This argument is fallacious.,1
6,"Charlie: Illegal posting and sharing of songs online is crippling the music industry.
Bob: You couldn't be more wrong; the music industry is doing just fine! I can't believe you think the government should be allowed to regulate what I share with my friends. No one wants a world where I can't loan a book to my girlfriend, let my roommate borrow my iPod, or share a funny meme with my blog followers.","Charlie : Illegal posting and MSK<2> of songs online is crippling MSK<0> . MSK<1> : MSK<1> couldn't be more wrong ; MSK<0> is doing just fine ! MSK<1> can't believe MSK<1> think the government should be allowed to regulate what MSK<1> MSK<2> with MSK<1> friends . No one wants a world where MSK<1> can't loan a book to MSK<1> girlfriend , let MSK<1> roommate borrow MSK<1> iPod , or MSK<2> a funny meme with MSK<1> blog followers . ",This argument is fallacious.,1
838,This is an example of what logic fallacy?,This is an example of what logic fallacy ? ,This argument is fallacious.,1
672,"“If we let teenagers wear whatever they want to school, they will no longer respect the rules and academic performance will decline.”","MSK<1> If we let MSK<0> wear whatever MSK<0> want to school , MSK<0> will no longer respect the rules and academic performance will decline . MSK<1> ",This argument is fallacious.,1
1254,"Maria has been working at her current job for more than 30 years at the same wage. She desperately wants a raise so she approaches her boss to ask for one. She says, ""You are one of the kindest people I know. You are smart and good-looking and I really love your shoes.""","MSK<0> has been MSK<1> at MSK<0> current MSK<1> for more than 30 years at the same wage . MSK<0> desperately wants a raise so MSK<0> approaches MSK<0> boss to ask for one . MSK<0> says , "" MSK<0> are one of the kindest people MSK<0> know . MSK<0> are smart and good - looking and MSK<0> really love MSK<0> shoes . "" ",This argument is fallacious.,1
2145,The Volkswagen Beetle is an evil car because it was originally designed by Hitler’s army.,MSK<0> is an evil car because MSK<0> was originally designed by Hitler ’s army . ,This argument is fallacious.,1
1428,"Water fluoridation affects the brain. Citywide, student’s test scores began to drop five months after fluoridation began. The water fluoridation must have caused the student's test scores to drop.","MSK<0> affects the brain . Citywide , MSK<1> MSK<2> to MSK<3> five months after fluoridation MSK<2> . MSK<0> must have caused MSK<1> to MSK<3> . ",This argument is fallacious.,1
1845,"""You're not feeling well because you use your phone so much.""",""" MSK<0> 're not feeling well because MSK<0> use MSK<0> phone so much . "" ",This argument is fallacious.,1
488,"A student gets into trouble for not meeting the dress code at her school. When her teacher confronts her, she begins talking about how the dress code is a punishment for girls and boys are able to wear whatever they want.","MSK<0> gets into trouble for not meeting MSK<1> at MSK<0> school . When MSK<0> teacher confronts MSK<0> , MSK<0> begins talking about how MSK<1> is a punishment for MSK<2> are able to wear whatever MSK<2> want . ",This argument is fallacious.,1
1602,"Hannah argues that because her friend was brainwashed as a child into thinking that people are generally good, people are not generally good.
Name that fallacy:","MSK<0> argues that because MSK<0> friend was brainwashed as a child into thinking that MSK<1> are MSK<3> , MSK<1> are not MSK<3> . Name that fallacy : ",This argument is fallacious.,1
2372,"""You can't prove that mermaids actually don't exist and therefore it's reasonable to say that they do"" IS an example of this fallacy.",""" You can't prove that MSK<0> actually don't exist and therefore it 's reasonable to say that MSK<0> do "" IS an example of this fallacy . ",This argument is fallacious.,1
2335,Why worry about taking attendance when there are so many starving children in the world?,Why worry about taking attendance when there are so many starving children in the world ? ,This argument is fallacious.,1
1980,Lahat nakamove-on na ikaw na lang hindi pa. #MarcosIsAHero,Lahat nakamove - on MSK<0> ikaw MSK<0> lang hindi pa . #MarcosIsAHero ,This argument is fallacious.,1
444,"If you forget to floss, you will get cavities, and if you get cavities, you will lose all your teeth by the time you're 30.","If MSK<0> forget to floss , MSK<0> will get MSK<1> , and if MSK<0> get MSK<1> , MSK<0> will lose all MSK<0> teeth by the time MSK<0> 're 30 . ",This argument is fallacious.,1
161,Why would you lend money to some who looks like they don't have a job?,Why would you lend money to some who looks like they don't have a job ? ,This argument is fallacious.,1
2337,Senator Lewis says we should not fund the missile attack program. I disagree. I don't understand why he wants to leave us defenseless like that.,MSK<0> says MSK<1> should not fund the missile attack program . MSK<0> disagree . MSK<0> don't understand why MSK<0> wants to leave MSK<1> defenseless like that . ,This argument is fallacious.,1
249,"Brandon: We should have tastier lunches!
Jaylen: Don't listen to him! He's a terrible person! I saw him trip another student and steal his lunch money!",MSK<0> : We should have tastier MSK<1> ! Jaylen : Don't listen to MSK<0> ! MSK<0> 's a terrible person ! I saw MSK<0> trip another student and steal MSK<0> MSK<1> money ! ,This argument is fallacious.,1
2246,"Bill and Jill are arguing about cleaning out their closets:
Jill: ""We should clean out the closets. They are getting a bit messy.""
Bill: ""Why, we just went through those closets last year. Do we have to clean them out everyday?""
Jill: ""I never said anything about cleaning them out every day. You just want too keep all your junk forever, which is just ridiculous.""","MSK<0> are arguing about MSK<1> out MSK<2> : MSK<3> : "" MSK<0> should MSK<1> out MSK<2> . MSK<0> are getting a bit messy . "" Bill : "" Why , MSK<0> just went through MSK<2> last year . Do MSK<0> have to MSK<1> MSK<2> out everyday ? "" MSK<3> : "" I never said anything about MSK<1> MSK<2> out every day . MSK<4> just want too keep all MSK<4> junk forever , which is just ridiculous . "" ",This argument is fallacious.,1
646,"Dad, either you let me go to the party or you're a bad dad.","MSK<0> , either MSK<1> let me go to the party or MSK<1> 're a bad MSK<0> . ",This argument is fallacious.,1
2086,Habib didn't remember to take out the trash this morning. It will pile up and the neighbors will complain and the health inspectors will come and take away the kids.,Habib didn't remember to take out the trash this morning . It will pile up and the neighbors will complain and the health inspectors will come and take away the kids . ,This argument is fallacious.,1
173,"Giving 10% of your income to the Church will free a child’s soul from Limbo into Heaven, so give your money!","Giving 10 % of MSK<0> income to the Church will free a child ’s soul from Limbo into Heaven , so give MSK<0> money ! ",This argument is fallacious.,1
1192,"""Don't listen to Mr. Fingers when he says walk in the hallways. How can you trust someone who wears bow ties?""",""" Don't listen to MSK<0> when MSK<0> says walk in the hallways . How can MSK<0> trust someone who wears bow ties ? "" ",This argument is fallacious.,1
966,"While I think most people shouldn't be allowed to falsely claim they need a support animal on airplanes, I really do need my dog to calm me down. It's not my fault my doctor won't give me authorization.","While MSK<0> think MSK<1> shouldn't be allowed to falsely claim MSK<1> MSK<2> a support MSK<3> on airplanes , MSK<0> really do MSK<2> MSK<0> MSK<3> to calm MSK<0> down . It 's not MSK<0> fault MSK<0> doctor won't give MSK<0> authorization . ",This argument is fallacious.,1
868,"Speaker 1: I really think we need to do something about the rising levels of poverty and homelessness in our country.
Speaker 2: Why are you worried about poverty? Look how many children we abort every day.",MSK<4> : MSK<1> really think MSK<2> need to do something about the rising levels of MSK<3> and homelessness in MSK<2> country . MSK<4> : Why are MSK<1> worried about MSK<3> ? Look how many children MSK<2> abort every day . ,This argument is fallacious.,1
2229,"David: Can you believe that the president said, ""fat people are losers""?
Sam: Where did you hear this?
David: I read it in a headline on BrightBert News.
Sam: He actually said, ""People who say, 'fat people are losers' are not only cruel, but they are also wrong as well as being irrational.""
","MSK<0> : Can MSK<0> believe that the president said , "" fat MSK<1> are MSK<2> "" ? MSK<3> : Where did MSK<0> hear MSK<4> ? MSK<0> : MSK<0> read MSK<4> in a headline on BrightBert News . MSK<3> : MSK<3> actually said , "" MSK<1> who say , ' MSK<5> are MSK<2> ' are not only cruel , but MSK<5> are also wrong as well as being irrational . "" ",This argument is fallacious.,1
575,"a persuasive technique used in media messages that appeals to the ""everyone is doing it"" mentality","a persuasive technique used in media messages that appeals to the "" everyone is doing it "" mentality ",This argument is fallacious.,1
1951,"the reason why more people are leaving this country is because of economic problems, therefore because there is an economic problem is that people are leaving this country.","the reason why more MSK<0> are MSK<2> is because of MSK<4> , therefore because there is an MSK<4> is that MSK<0> are MSK<2> . ",This argument is fallacious.,1
570,"""Every person is either my enemy or my friend. If are my enemy I should hate them. If they are my friend I should love them So I should either love them or hate them.""",""" Every person is either MSK<0> MSK<1> or MSK<0> MSK<2> . If are MSK<0> MSK<1> MSK<0> should MSK<3> MSK<4> . If MSK<4> are MSK<0> MSK<2> MSK<0> should MSK<5> MSK<4> So MSK<0> should either MSK<5> MSK<4> or MSK<3> MSK<4> . "" ",This argument is fallacious.,1
1833,"The statement ""you are not really an American if you are vegetarian"" is an example of which fallacy?","The statement "" MSK<0> are not really an American if MSK<0> are vegetarian "" is an example of which fallacy ? ",This argument is fallacious.,1
2321,"Jon: ""Go easy on the scotch; you've had three shots already now."" Jeff: ""Oh sure, I'll put down my scotch when you put down that tequila. Lay off, man.""","Jon : "" Go easy on MSK<0> ; you 've had three shots already now . "" Jeff : "" Oh sure , coref1 'll put down MSK<0> when you put down that tequila . Lay off , man . "" ",This argument is fallacious.,1
