Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,key,edited,votes,created,text,parent_text,author,relation,score,masked_articles,is_fallacy 
878,878,878,1955.117,1489526929438,,1489526929438,"In the real world most of what causes us to be unhappy is due to non-physical factors such as our relationships, our work, our mental health, etc. For most people, psychological consequences are far more important than physical ones.",Actions in virtual reality can have profound psychological consequences.,f29bc268-3bef-4e05-9f3b-128532af98bc,1,3.6,"In the real world most of what causes MSK<0> to be unhappy is due to non-physical factors such as MSK<0> relationships , MSK<0> work , MSK<0> mental health , etc. . For most people , psychological consequences are far more important than physical ones . ",0
879,879,879,1470.646,1482070122055,,1482070122055,"The death penalty is applied only to extreme cases and is absolutely exceptional. Felon disenfranchisement, on the other hand, happens millions of times every year.","For a country that does not find a constitutional fault with the death penalty under ""cruel and unusual punishment"", it seems implausible that losing the vote would be considered as excessive punishment.",9972cb14-00f7-42d2-9b64-846aa0812775,-1,3.6,"The death penalty is applied only to extreme cases and is absolutely exceptional . Felon disenfranchisement , on the other hand , happens millions of times every year . ",0
880,880,880,2206.519,1486069993183,,1486069993183,"After the 2010 elections, given the difficulty of generating sufficient alliances, Belgium, a monarchy, broke records by going 8 months without forming a government.",Monarchy is a stable form of government.,f4997af4-1f1f-4695-bb75-f87e1371cb3e,-1,3.6,"After the 2010 elections , given the difficulty of generating sufficient alliances , Belgium , a monarchy , broke records by going 8 months without forming a government . ",0
881,881,881,18042.29,1534806760971,,1534806760971,"It is disingenuous to suggest that allowing trans women to enter women only spaces, will also result in men being permitted entry, since men, unlike trans women, do not self identify as women.",Allowing trans women into women-only spaces opens the door for men as well.,57bf60ab-d11b-420b-88b6-95d7b1238b71,-1,3.6,"It is disingenuous to suggest that allowing MSK<0> MSK<1> to MSK<3> MSK<1> only spaces , will also result in MSK<2> being permitted MSK<3> , since MSK<2> , unlike MSK<0> MSK<1> , do not self identify as MSK<1> . ",0
882,882,882,1258.373,1474965407774,,1474965407774,"We cannot know if natural resources on earth are valuable to other species, even advanced ones, because we have not met any yet.","Any alien species that can travel space will probably find nothing on Earth that it actually needs or cannot acquire elsewhere, may it be space, resources or workers.",7c7a74a8-600e-4282-a357-124e74d16ac6,-1,3.6,"MSK<0> can not know if natural resources on earth are valuable to other species , even advanced ones , because MSK<0> have not met any yet . ",0
883,883,883,1470.702,1482215181251,,1482215181251,"Voting disenfranchisement is significantly different from the death penalty in that it is repeatedly applied on election day. The death penalty, in contrast, happens only once.","For a country that does not find a constitutional fault with the death penalty under ""cruel and unusual punishment"", it seems implausible that losing the vote would be considered as excessive punishment.",aa0ebe45-4d3a-4ca3-bd7f-7c97dd942caf,-1,3.6,"MSK<0> is significantly different from MSK<1> MSK<0> . MSK<1> , in contrast , happens only once . ",0
884,884,884,1384.385,1479754976166,,1477054476942,"Hiding things from one's partner corresponds with hiding parts of us \(i.e., wishes, instincts, values, etc.\). Honesty in a relationship will reveal your partner's character and helps you to decide how to deal with the situation.",You would expect the same from your partner if they had a one-night stand.,26646557-50c8-4412-8889-6dd7f262c25a,1,3.4,"MSK<0> things from MSK<1> corresponds with MSK<0> parts of us \ ( i.e. , wishes , instincts , values , etc. \ ) . Honesty in a relationship will reveal MSK<1> character and helps coref1 to decide how to deal with the situation . ",0
885,885,885,1324.116,1476819732805,,1476819732805,"Even if the government was absolved, the Black community would still be in better financial standing writ large, and thus better off.",Paying reparations would absolve the current government and American people of responsibility for structural factors that still hurt the Black community.,15837c6a-d010-44cc-a848-e8bb39e1feb9,-1,3.4,"Even if the government was absolved , the Black community would still be in MSK<0> financial standing writ large , and thus MSK<0> off . ",0
886,886,886,1474.23,1475654910959,,1475654910959,"The purpose of imprisonment is to correct, not just to punish. By allowing them to reintegrate into society, you let them have a chance at a new life free of crime.","Once released, they should be treated like ordinary citizens, imposing no additional obligations upon them.",809b280d-915f-4bba-a900-888e0695ba0c,1,3.4,"The purpose of imprisonment is to correct , not just to punish . By allowing MSK<0> to reintegrate into society , you let MSK<0> have a chance at a new life free of crime . ",0
887,887,887,1472.358,1476843515623,,1476843515623,"Parents might desire characteristics, such as obedience or incuriosity, that make their own lives \(as parents\) easier, but are not strictly in the best interests of their children.",Genetic enhancements enable parents to make life easier and more convenient for their children.,f29bc268-3bef-4e05-9f3b-128532af98bc,-1,3.4,"MSK<0> might desire characteristics , such as obedience or incuriosity , that make MSK<0> own lives \ ( as parents \ ) easier , but are not strictly in the best interests of MSK<0> children . ",0
888,888,888,1324.219,1491566495509,,1491566111695,"Collective guilt is void because it assigns equal responsibility to everyone where, in fact, not everyone contributed to the institution of slavery in equal terms.",The US carries a collective guilt and therefore needs to pay reparations.,aa0ebe45-4d3a-4ca3-bd7f-7c97dd942caf,-1,3.4,"MSK<0> is void because MSK<0> assigns MSK<1> responsibility to everyone where , in fact , not everyone contributed to the institution of slavery in MSK<1> terms . ",0
889,889,889,921.459,1433413338707,,1433413338707,"Some people care too much. Many conflicts are motivated by feelings like revenge, etc. If people did not care, there would be less conflict and less grief.","If no one were to care about people, the world would be a much worse place than it is now.",bde17bf1-cfeb-45b0-a44e-ce88fd54d2d0,-1,3.4,"Some MSK<0> MSK<1> too much . Many MSK<2> are motivated by feelings like revenge , etc. . If MSK<0> did not MSK<1> , there would be less MSK<2> and less grief . ",0
890,890,890,8539.2124,1524937785086,,1524937785086,"While religion is often blamed as the primary source of most historical conflicts, research shows that there are multiple factors in play, more often than not, secular and political.",Religions have been a prominent source of conflict and strife all over the world and through all ages.,f7e9711f-9e45-4e50-8a6a-b6d35410b4b3,-1,3.4,"While religion is often blamed as the primary source of most historical conflicts , research shows that there are multiple factors in play , more often than not , secular and political . ",0
891,891,891,1413.1592,1502998138504,,1478543084414,"Compared to the the impact of the advertising and entertainment industry on the objectification of women, with which everybody is bombarded all day, the existence of sex workers and their clients only has a minor impact on society.",Many sex workers are women. Sex work reinforces a patriarchal society where they are commodified and objectified by male desire.,0077c272-1fdc-4202-a06a-160482dfc12d,-1,3.4,"Compared to the the MSK<0> of the advertising and entertainment industry on the objectification of women , with which everybody is bombarded all day , the existence of MSK<1> and MSK<1> clients only has a minor MSK<0> on society . ",0
892,892,892,1324.571,1480282538786,,1480282538786,"If we assume that America's slaves would have lived on the African continent if the transatlantic slave trade would not have existed, their descendants might have been better off than they are today. The transatlantic slave trade, after all, is assumed to have hampered African development in the long run and until today \(Nunn Whatley/Gillezeau","Without slavery, America might not have become as prosperous and powerful as it is today - and Black Americans might be worse off in absolute terms than they are now.",9972cb14-00f7-42d2-9b64-846aa0812775,-1,3.4,"If we MSK<0> that MSK<1> would have lived on the MSK<2> continent if MSK<3> would not have existed , MSK<1> descendants might have been better off than MSK<1> are MSK<4> . MSK<3> , after all , is MSK<0> to have hampered MSK<2> development in the long run and until MSK<4> \ ( Nunn Whatley / Gillezeau ",0
893,893,893,1384.846,1479641709816,,1479641709816,"At the core, all cases of cheating are identical, even though their specific contexts may differ: the commitment to exclusivity was broken by the cheater.",No general recommendation about the best reaction to cheating can be given as the best course of action depends on the specific context of the individual relationship.,9972cb14-00f7-42d2-9b64-846aa0812775,-1,3.4,"At the core , MSK<0> are identical , even though MSK<0> specific contexts may differ : the commitment to exclusivity was broken by the cheater . ",0
894,894,894,1472.44,1475692592055,,1475692592055,"Parents will use genetic engineering to eradicate conditions, such as deafness or autism, which social norms see as atypical or undignified. This reinforces the belief that only able babies are worth having.","Genetic modifications open the door for eugenics and, thereby, for beliefs and practices aimed at improving humans' genetic quality.",15837c6a-d010-44cc-a848-e8bb39e1feb9,1,3.4,"Parents will use genetic engineering to eradicate conditions , such as deafness or autism , which social norms see as atypical or undignified . This reinforces the belief that only able babies are worth having . ",0
895,895,895,921.21,1432825737685,,1432825737685,"If everyone pursued only their own interests, and disregarded others, it would make the world more meritocratic.","If no one were to care about people, the world would be a much worse place than it is now.",aa0ebe45-4d3a-4ca3-bd7f-7c97dd942caf,-1,3.4,"If MSK<0> pursued only MSK<0> own interests , and disregarded others , it would make the world more meritocratic . ",0
896,896,896,1570.394,1487662965250,,1487662965250,"The fact that men's and women's bodies tend to be built differently, e.g. men tend to have bigger builds, means that they are suited to different types of work.",Most human societies follow a gender division in labour which is based on biological differences and capabilities.,5463625d-9ae8-4eb0-b5a7-df642a27ac0c,1,3.4,"The fact that MSK<0> MSK<1> to be MSK<2> MSK<3> , e.g. men MSK<1> to have bigger MSK<2> , means that MSK<0> are suited to MSK<3> types of work . ",0
897,897,897,1324.1974,1490590594619,,1490590594619,"Nevertheless, the money on reparations would not be lost, as it would return into the economy via spending, investments, and taxes.",Reparations could wreck the federal budget. Demands like those by the The National Coalition of Blacks for Reparations in America \(N'COBRA\) would result in a total cost of reparations of about $8 trillion This is equivalent to twice the 2017 federal budget of the United States.,9972cb14-00f7-42d2-9b64-846aa0812775,-1,3.4,"Nevertheless , MSK<0> would not be lost , as MSK<0> would return into the economy via spending , investments , and taxes . ",0
898,898,898,13673.1014,1529687458322,,1529478166627,"Circumcision prevents sexual diseases, so it has a positive effect on sexual life overall, even if it is not on the sexual activity itself but on what comes after the sexual activity.          ",Circumcision may have a negative effect on sexual activity later in life.,23191c82-7428-4536-9cb0-d1932b7afbdc,-1,3.4,"MSK<0> prevents MSK<1> diseases , so MSK<0> has a positive effect on MSK<1> life overall , even if MSK<0> is not on the MSK<1> MSK<2> MSK<0> but on what comes after the MSK<1> MSK<2> . ",0
899,899,899,921.102,1432554309620,,1432554309620,"The one person is not deliberately killed 'in order' to save the others as in the ""fat man scenario Instead, by pulling the lever, they end up as a victim in the course of saving other lives.","By pulling the lever, you are not treating the one person as a means to an end. That would only be the case if you purposely put the one person on the rails such as in the 'fat man' scenario.",e6827414-cadf-4300-836e-22f4285427cf,1,3.4,"The one person is not deliberately killed ' in order ' to MSK<0> the others as in the "" fat man scenario Instead , by pulling the lever , they end up as a victim in the course of MSK<0> other lives . ",0
900,900,900,1472.84,1475708516730,,1475708516730,"Parents' conception of the ""best possible life"" may not be biased. For example, parents may substantially prioritize athletic ability, at the cost of other skills and advantages, and the child may not necessarily share that interest.",Genetic enhancements enable parents to make life easier and more convenient for their children.,35b24a6e-3f32-4f6b-b35d-a0f487cb2bcc,-1,3.4,"MSK<0> ' conception of the "" best possible life "" may not be biased . For example , MSK<0> may substantially prioritize athletic ability , at the cost of other skills and advantages , and the child may not necessarily share that interest . ",0
901,901,901,1570.1299,1507493517863,,1507493517863,"Many polytheistic traditions, that have existed longer on earth than monotheistic, recognize and respect the existence of transgender people","According to three main monotheistic religions' scriptures, God created the man and the woman as different and complementary.",9396b1a1-a61f-4444-bbe8-9fe3f7cc7b40,-1,3.4,"Many MSK<0> traditions , that have MSK<1> longer on earth than MSK<0> , recognize and respect the MSK<1> of transgender people ",0
902,902,902,2024.1232,1498393118626,,1498393118626,"Zoos help positively anchor the identity of their location in the mind of investors, tourists, re-locators, media and decision makers.",Zoos have a big impact on economic development.,bceefd1f-76fe-4154-9f2d-30fda1b12a03,1,3.4,"MSK<0> help positively anchor the identity of MSK<0> location in the mind of investors , tourists , re-locators , media and decision makers . ",0
903,903,903,8040.832,1563902652134,,1548944930956,"An eternal punishment for finite crimes, such as Hell contradicts the monotheistic idea of an omni-benevolent, omnipotent God.",Hell exists.,d0237557-b757-4e52-96dc-f33ea535b104,-1,3.4,"An eternal punishment for finite crimes , such as Hell contradicts the monotheistic idea of an omni - benevolent , omnipotent God . ",0
904,904,904,1472.329,1476840004751,,1476840004751,"Inequalities are driven by assortative mating whereby successful people tend to marry other successful people. As success is influenced by genetic factors, such as intelligence, these marriages concentrate genetic advantages in children. When people genetically enhance their children, we remove this advantage.",Genetic enhancements will cement existing divisions and inequalities within society.,f29bc268-3bef-4e05-9f3b-128532af98bc,-1,3.4,"Inequalities are driven by assortative mating whereby MSK<0> MSK<1> tend to MSK<6> other MSK<0> MSK<1> . As MSK<0> is influenced by MSK<2> factors , such as intelligence , these MSK<6> concentrate MSK<2> MSK<3> in MSK<4> . When MSK<5> MSK<2> enhance MSK<5> MSK<4> , we remove this MSK<3> . ",0
905,905,905,801.14,1408698085526,,1408698085526,"A person who in reality might not be guilty might get sentenced to death due to lack of proper evidence, false witnesses, blackmail, etc.",Wrongful conviction can result in wrongful execution.,26646557-50c8-4412-8889-6dd7f262c25a,1,3.4,"A person who in reality might not be guilty might get sentenced to death due to lack of proper evidence , false witnesses , blackmail , etc. . ",0
906,906,906,2206.19,1498041813339,,1498041813339,"In the 21st century, with the separation between church and state, the monarch's power emanates from national constitutions rather than divine legitimacy",Monarchy is an outdated concept.,566af3b5-74b6-476c-aef0-0446f350643c,1,3.4,"In the 21st century , with the separation between church and state , the monarch 's power emanates from national constitutions rather than divine legitimacy ",0
907,907,907,1324.1966,1490567731471,,1490567731471,"Racial gaps in life expectancy are certainly not caused by slavery alone. Asian-Americans, too, have a different life expectancy than White Americans and outlive them by eight years on average.","About half of the disparity in life expectancy between Black Americans and whites can be traced back to consequences of the slave trade, for example of salt sensitivity among Black Americans.",9972cb14-00f7-42d2-9b64-846aa0812775,-1,3.4,"Racial gaps in MSK<1> are certainly not caused by slavery alone . MSK<2> , too , have a different MSK<1> than White Americans and outlive MSK<2> by eight years on average . ",0
908,908,908,2854.517,1506400607066,,1506400607066,"The essential operation of any military is to institute and execute mass murder, under the larger operation of calcifying the hegemony of some political power. In fact, the military is the very manifestation of violent coercion. To force an entire population to universally experience complicity in this violence is necessarily to emphasize it above any other human experience that is not made to be distinctly universal within that culture.",Military-societies inherently posit violence and oppression as guiding cultural principles. Compulsory military service creates a dehumanized cultural condition.,7e096d5b-b1d2-4c55-8cf2-736d544bfe3f,1,3.4,"The essential MSK<0> of MSK<1> is to institute and execute mass murder , under the larger MSK<0> of calcifying the hegemony of some political power . In fact , MSK<1> is the very manifestation of violent coercion . To force an entire population to MSK<4> MSK<2> complicity in MSK<3> is necessarily to emphasize MSK<3> above any other human MSK<2> that is not made to be distinctly MSK<4> within that culture . ",0
909,909,909,1570.1833,1513186154132,,1513186154132,"Different perceptions on a biological trait, like  age or ethnicity in different locations, does not change the trait.","Gender is a social construct because its perception is fluid, and changes among time and societies.",ff94f900-72df-4a11-8d11-e546884c310b,-1,3.4,"Different perceptions on MSK<0> , does not change MSK<0> . ",0
910,910,910,1324.219,1477753388433,,1477753388433,"Just because a higher proportion of Black Americans than white Americans have used food stamps, it does not follow that more Blacks than whites benefit from food stamps, because whites outnumber Blacks in the U.S. by a large margin.",According to Pew Research 31% of Black adults have received food stamps - compared to 15% of whites - over their lifetime.,f5a6d3ba-eaf7-4d82-b283-c9f07f625f3b,-1,3.4,"Just because a higher proportion of MSK<0> MSK<1> than MSK<0> MSK<1> have used MSK<3> , it does not follow that more MSK<0> than MSK<0> benefit from MSK<3> , because MSK<0> outnumber MSK<0> in the U.S. by a large margin . ",0
911,911,911,1324.1515,1486665097302,,1486665097302,"Inheritance is not the only form of wealth transfer. Paying for college, down payments on houses, etc. make it easier to accumulate wealth with no technical ""inheritance.""",91.9% of Americans receive no inheritance. This is therefore not a problem specific to any social group.,f5a6d3ba-eaf7-4d82-b283-c9f07f625f3b,-1,3.4,"MSK<0> is not the only form of MSK<1> transfer . MSK<2> for college , down MSK<2> on houses , etc. make MSK<0> easier to accumulate MSK<1> with no technical "" inheritance . "" ",0
912,912,912,5637.3278,1517948982038,,1517948982038,"The pragmatist will concede that we do not live in a perfect world and we are, more often than not, forced to live in grueling self-reliance. Many women who are disadvantaged cannot, under any circumstances, give the proper care required for a healthy child, emotionally and physically, to develop. When this occurs there is a net negative imposed on the society and the individuals impacted by the restricted access. It is unhealthy for the people and communities to restrict freedom.","There are many reasons a woman may not be equipped to or want to raise a child. In these cases, it is important that she is able to choose abortion.",54bfde0e-9698-4b03-8836-1d09a7ea10c1,1,3.4,"The pragmatist will concede that MSK<0> do not MSK<1> in a perfect world and MSK<0> are , more often than not , forced to MSK<1> in grueling self - reliance . Many women who are disadvantaged can not , under any circumstances , give the proper care required for a healthy child , emotionally and physically , to develop . When MSK<2> occurs there is a net negative imposed on the society and the individuals impacted by the MSK<3> access . MSK<2> is unhealthy for the people and communities to MSK<3> freedom . ",0
913,913,913,1324.816,1481097274544,,1481097274544,"This happens only within tight confines and applies, for example, to family members. Else every tax evader would have to compensate every citizen of his/her country.","In the legal system, we give recompense to people indirectly harmed by criminal actions.",9972cb14-00f7-42d2-9b64-846aa0812775,-1,3.4,"This happens only within tight confines and applies , for example , to family members . Else every tax evader would have to compensate every citizen of his / her country . ",0
914,914,914,28165.6,1555470263579,,1555398718463,"Es gibt keine europäische Identität, die, ähnlich der Nation, eine Identitätsgrundlage für die Vereinigten Staaten von Europa schaffen könnte.",Die Europäische Union \(EU\) sollte zu den Vereinigten Staaten von Europa \(VSE\) werden.,eb78af26-1d32-4b2c-8f8a-885794bf372e,-1,3.4,"Es gibt keine MSK<1> MSK<2> , MSK<0> , ähnlich der Nation , eine MSK<2> für MSK<0> Vereinigten Staaten von MSK<1> schaffen könnte . ",0
915,915,915,2851.1292,1510744136289,,1510744136289,"The fact that some doctors are conscientious objectors, forces other doctors to perform more abortions, in spite of other parts of the job they might enjoy more. It's unfair.",Refusing to perform an abortion is unethical.,59fe9aa9-15ef-4b9b-8126-7889c8d41d8f,1,3.4,"The fact that some doctors are conscientious objectors , forces MSK<0> to perform more abortions , in spite of other parts of the job MSK<0> might enjoy more . It 's unfair . ",0
916,916,916,2091.33,1492561070341,,1492561070341,"If Palestine is recognised as a state, Israeli settlements will be tantamount to violating the sovereignty of this newly formed state. This makes them less likely to expand, and more likely to be dismantled.",Recognition of a Palestinian state is an important step in ending Israeli occupation of Palestinian territories.,0409b399-6d6b-4947-9ad0-6a2f2221fd63,1,3.4,"If MSK<0> is recognised as a state , MSK<1> will be tantamount to violating the sovereignty of MSK<0> . MSK<0> makes MSK<1> less MSK<2> to expand , and more MSK<2> to be dismantled . ",0
917,917,917,1470.729,1482312694948,,1482312694948,"In 2007, more than 23 million criminal offenses were committed in the United States resulting in approximately $15 billion in economic losses to the victims and $179 billion in government expenditures on police protection, judicial and legal activities, and corrections.",This hurts society as a whole by causing costs.,24f5ff14-75af-4548-ae24-9751d29975f4,1,3.4,"In 2007 , more than 23 MSK<0> criminal offenses were committed in the United States resulting in approximately $ 15 MSK<0> in economic losses to the victims and $ 179 MSK<0> in government expenditures on police protection , judicial and legal activities , and corrections . ",0
918,918,918,3346.3458,1520117807632,,1519965253089,"The very poll cited in the parent claim very specifically asks ""Would you like to see gun laws in this country made more strict, less strict, or remain as they are?"" Fewer than 50% responded that they want laws to be made ""more strict"" for every year in the poll, whereas more than 50% responded that they were either satisfied with current laws, wanted them less strict, or wanted them to stay the same. The parent is therefore provably false using its own source.",Polls suggest most American citizens support stricter gun control legislation.,8d7947d6-63f2-4ded-81de-a18ebd1472c0,-1,3.4,"The very MSK<0> cited in the parent claim very specifically asks "" Would you like to see MSK<1> made more MSK<2> , less MSK<2> , or MSK<8> as MSK<1> are ? "" Fewer than MSK<3> % MSK<4> that MSK<1> MSK<5> MSK<6> to be made "" more MSK<2> "" for every year in the MSK<0> , whereas more than MSK<3> % MSK<4> that MSK<1> were either satisfied with current MSK<6> , MSK<5> MSK<1> less MSK<2> , or MSK<5> MSK<1> to MSK<8> the same . MSK<7> is therefore provably false using MSK<7> own source . ",0
919,919,919,1546.108,1478066898150,,1478066898150,"Behavior that does not prioritize the lives of passengers would probably become a statutory requirement for self-driving cars. In this case, hacking and modifications would be illegal, and most users be deterred from doing so.",Behaviour that does not prioritise the owner creates an incentive for owners to hack or modify their car's programming.,9972cb14-00f7-42d2-9b64-846aa0812775,-1,3.4,"Behavior that does not prioritize the lives of passengers would probably become a statutory requirement for self - driving cars . In this case , hacking and modifications would be illegal , and most users be deterred from doing so . ",0
920,920,920,1324.1811,1487963525891,,1487963525891,"Young people, who are typically liberal in thinking, oftentimes grow into conservative-thinking adults so the opposition to reparations might harden later.",The majority of millennials do not oppose the idea of paying reparations for slavery. Public opinion might thus be shifting - and those who live in tomorrow's America might prefer one that pays reparations.,809b280d-915f-4bba-a900-888e0695ba0c,-1,3.4,"Young people , who are typically MSK<1> in MSK<0> , oftentimes grow into MSK<1> - MSK<0> adults so the opposition to reparations might harden later . ",0
921,921,921,2091.213,1492708766770,,1492708766770,"Israel has repeatedly waged war against the Gaza Strip in recent years. From the Israeli perspective, diplomacy is probably a lost cause in this conflict. No matter what the US does, Israel won't come back to the negotiating table.",Israel has all but given up on the two state solution. The US must take this step to bring Israel back to the negotiating table.,0409b399-6d6b-4947-9ad0-6a2f2221fd63,-1,3.4,"MSK<0> has repeatedly waged war against the Gaza Strip in recent years . From the Israeli perspective , diplomacy is probably a lost cause in this conflict . No matter what the US does , MSK<0> won't come back to the negotiating table . ",0
922,922,922,2091.149,1492650676780,,1492650676780,"Palestinians would welcome a show of US resolve in this question. As of 2009, eight out of ten saw the American lack of resolve as a major contributor to the lack of progress in the peace process, second only to Israeli unwillingness \(Irwin, p. 18",Many Palestinians do not themselves support the two-state plan the US will base its recognition on. This makes it unlikely that such a plan will ever be successfully adopted.,9972cb14-00f7-42d2-9b64-846aa0812775,-1,3.4,"Palestinians would welcome a show of US MSK<0> in this question . As of 2009 , eight out of ten saw the American MSK<1> of MSK<0> as a major contributor to the MSK<1> of progress in the peace process , second only to Israeli unwillingness \ ( Irwin , p. 18 ",0
923,923,923,1470.514,1479981897161,,1479981897161,"An unequal suffrage, meaning that the votes cast by those eligible to vote are not equal, but are weighed differently according to the person's rank in the census, has potential benefits for society as a whole.",To give more political influence to those who contribute more to the commonwealth is a totally legitimate concept and does not necessarily have to be undemocratic.,24f5ff14-75af-4548-ae24-9751d29975f4,1,3.4,"An unequal suffrage , meaning that the MSK<0> cast by those eligible to MSK<0> are not equal , but are weighed differently according to the person 's rank in the census , has potential benefits for society as a whole . ",0
924,924,924,2091.18,1492560093304,,1492560093304,"The UN Fact Finding Mission in Gaza found that ""some of the actions of the Government of Israel might justify a competent court finding that crimes against humanity have been committed,"" for example the naval blockade \(UN, p. 284 If Palestine were to be established as a sovereign state, these crimes would receive more attention and condemnation from the international community.",Recognition of a Palestinian state is an important step in ending Israeli occupation of Palestinian territories.,0409b399-6d6b-4947-9ad0-6a2f2221fd63,1,3.4,"The MSK<0> Fact MSK<1> Mission in MSK<3> MSK<1> that "" some of the actions of the Government of MSK<3> might justify a competent court MSK<1> that MSK<2> have been committed , "" for example the naval blockade \ ( MSK<0> , p. 284 If MSK<3> were to be established as a sovereign state , MSK<2> would receive more attention and condemnation from the international community . ",0
925,925,925,1324.548,1480222898619,,1480222898619,"If it had not been for slavery, most Black Americans living today would not even be in the United States or would not have been born in the first place, and would subsequently not have suffered at American hands.","Without slavery, America might not have become as prosperous and powerful as it is today - and Black Americans might be worse off in absolute terms than they are now.",9972cb14-00f7-42d2-9b64-846aa0812775,-1,3.4,"If it had not been for slavery , most Black MSK<0> living today would not even be in the United States or would not have been born in the first place , and would subsequently not have suffered at MSK<0> hands . ",0
926,926,926,1324.284,1478183687228,,1478183687228,"Most notably, Dr. J. Marion Sims performed gynecological surgery experiments on female slaves without their consent. In some cases, this resulted in their deaths.","Slave owners were allowed to do whatever they wanted to their slaves including beating them, raping them and stealing their children from them to be sold as slaves.",6f7e59a6-23cc-4cfb-a7ff-dda587886a80,1,3.4,"Most notably , Dr. J. Marion Sims performed gynecological surgery experiments on MSK<0> without MSK<0> consent . In some cases , this resulted in MSK<0> deaths . ",0
927,927,927,1470.73,1482312938794,,1482312938794,"During the time period 1987-90, crimes committed against persons and households in the United States generated medical and mental health costs of $18 billion and property damage and loss, as well as productivity loss of $87 billion \(Shapiro, p.10",This hurts society as a whole by causing costs.,24f5ff14-75af-4548-ae24-9751d29975f4,1,3.4,"During the time period MSK<2> - MSK<2> , crimes committed against persons and households in the United States generated medical and mental health costs of $ 18 MSK<0> and property damage and MSK<1> , as well as productivity MSK<1> of $ MSK<2> MSK<0> \ ( Shapiro , p. 10 ",0
928,928,928,2091.144,1492650027663,,1492650027663,"As of 2009, the establishment of a historic Palestine from the Jordan river to the sea elicited significantly more support among Palestinians than a two-state solution; more than half even saw this as ""desirable"" or ""essential"" \(Irwin, p. 4",Many Palestinians do not themselves support the two-state plan the US will base its recognition on. This makes it unlikely that such a plan will ever be successfully adopted.,9972cb14-00f7-42d2-9b64-846aa0812775,1,3.4,"As of 2009 , the establishment of a historic MSK<0> from the Jordan river to the sea elicited significantly more support among MSK<0> than a two - state solution ; more than half even saw this as "" desirable "" or "" essential "" \ ( Irwin , p. 4 ",0
929,929,929,2091.1325,1494708554423,,1494708554423,"Jerusalem appears in the Hebrew Bible 669 times and Zion \(which usually means Jerusalem, sometimes the Land of Israel\) 154 times, or 823 times in all. The Christian Bible mentions Jerusalem 154 times and Zion 7 times. Yet the Quran does not mention it once.","Jerusalem is of great religious significance to Muslims too, and is considered to be the third holiest site in Islam.",0409b399-6d6b-4947-9ad0-6a2f2221fd63,-1,3.4,"MSK<0> appears in MSK<1> 669 MSK<2> and MSK<3> \ ( which usually means MSK<0> , sometimes the Land of Israel \ ) MSK<4> MSK<2> , or 823 MSK<2> in all . MSK<1> MSK<5> MSK<0> MSK<4> MSK<2> and MSK<3> 7 MSK<2> . Yet MSK<6> does not MSK<5> MSK<6> once . ",0
930,930,930,1324.297,1478222367464,,1478222353269,"This is especially relevant because most Black Americans are descendants of those who were once slaves. They are, for the most part, connected by blood.","In the legal system, we give recompense to people indirectly harmed by criminal actions.",c4b8218f-fde1-46e6-9f4f-d9f9b67c5d3a,1,3.4,"This is especially relevant because MSK<0> are descendants of those who were once slaves . MSK<0> are , for the most part , connected by blood . ",0
931,931,931,2024.59,1497863451854,,1497863451854,"Even if people derive substantial pleasure from visiting zoos, the marginal pleasure gained when compared to the alternatives - for example, going to a movie or on a hike - is probably very low.","People enjoy going to zoos, so they should be allowed to continue to do so.",f443c292-9428-48e0-a6b6-8cb56fdeb685,-1,3.4,"Even if people derive substantial MSK<0> from visiting zoos , the marginal MSK<0> gained when compared to the alternatives - for example , going to a movie or on a hike - is probably very low . ",0
932,932,932,7841.4,1515293239665,,1515293239665,"Free markets allow for spontaneous order to emerge, valuing factual, instead of idealized, human needs.",Free markets are better for humans than regulated markets.,498df9f9-a2bd-4289-a700-4471bdbe6853,1,3.4,"Free markets allow for spontaneous order to emerge , valuing factual , instead of idealized , human needs . ",0
933,933,933,1414.378,1476832272960,,1476832272960,"The database makes persons of different races, religions, and sexualities more visible than ever before which helps to build empathy This in turns creates more tolerance of difference.",The world will become more tolerant and empathic.,f29bc268-3bef-4e05-9f3b-128532af98bc,1,3.4,"The database makes persons of different races , religions , and sexualities more visible than ever before which helps to build empathy This in turns creates more tolerance of difference . ",0
934,934,934,2027.1852,1500461122534,,1500461122534,"Portugal decriminalised all drugs in 2001. As a result after an initial incline, overall drug usage has declined, particularly in the 15-24 year old population; drug induced deaths have declined steeply; and there has been a decrease in imprisonment on drug-related charges alongside a surge in visits to health clinics that deal with addiction and disease.",Legalisation will lead to an increase in the number of drug users and therefore drug addicts.,0409b399-6d6b-4947-9ad0-6a2f2221fd63,-1,3.4,"Portugal decriminalised all MSK<0> in 2001 . As a result after an initial incline , overall MSK<0> usage has MSK<1> , particularly in the 15 - 24 year old population ; MSK<0> induced deaths have MSK<1> steeply ; and there has been a decrease in imprisonment on MSK<0> - related charges alongside a surge in visits to health clinics that deal with addiction and disease . ",0
935,935,935,1384.5,1477811136814,,1477811136814,"After making a confession, the cheating partner feels strong guilt \(Brown, p. 82",Revealing it relieves feelings of guilt.,aa0ebe45-4d3a-4ca3-bd7f-7c97dd942caf,-1,3.4,"After making a confession , the cheating partner feels strong guilt \ ( Brown , p. 82 ",0
