Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,source_article,updated_label,masked_articles,Unnamed: 0.3,is_fallacy 
1561,1561,1561,1561,1261,1261,1261,1261,1261,1261,1261,1264,578,,Believing that the cause of the Reformation was simply Martin Luther posting his theses,false causality,Believing that the cause of the Reformation was simply MSK<0> posting MSK<0> theses ,1261.0,1
1562,1562,1562,1562,1262,1262,1262,1262,1262,1262,1262,1265,547,,"Jane gets a rather large wart on her finger. Based on a story her father told her, she cuts a potato in half, rubs it on the wart and then buries it under the light of a full moon. Over the next month her wart shrinks and eventually vanishes. Jane writes her father to tell him how right he was about the cure.",false causality,"MSK<0> gets a rather large wart on MSK<0> finger . Based on a story MSK<0> MSK<1> MSK<0> , MSK<0> cuts MSK<2> in half , rubs MSK<2> on MSK<3> and then buries MSK<2> under the light of a full moon . Over the next month MSK<3> shrinks and eventually vanishes . MSK<0> writes MSK<0> to MSK<1> MSK<4> how right MSK<4> was about the cure . ",1262.0,1
1563,1563,1563,1563,1263,1263,1263,1263,1263,1263,1263,1266,1595,,You either support Hillary Clinton for President or you don’t believe in women’s rights.,false dilemma,MSK<0> either support Hillary Clinton for President or MSK<0> do n’t believe in women ’s rights . ,1263.0,1
1564,1564,1564,1564,1264,1264,1264,1264,1264,1264,1264,1267,1923,,This dress code is so bad I feel like I'm in prison.,fallacy of relevance,This dress code is so bad MSK<0> feel like MSK<0> 'm in prison . ,1264.0,1
1565,1565,1565,1565,1265,1265,1265,1265,1265,1265,1265,1268,1791,,"How can you possibly believe in evolution? That would mean that you believe that an elephant evolved from a mouse, and that’s just ridiculous",fallacy of extension,"How can MSK<0> possibly MSK<1> in MSK<2> ? That would mean that MSK<0> MSK<1> that an elephant MSK<2> from a mouse , and that ’s just ridiculous ",1265.0,1
1566,1566,1566,1566,1266,1266,1266,1266,1266,1266,1266,1269,1924,,Labor unions in America are just as bad as Russia under Stalin!,fallacy of relevance,Labor unions in America are just as bad as Russia under Stalin ! ,1266.0,1
1567,1567,1567,1567,1267,1267,1267,1267,1267,1267,1267,1270,293,,"Don't let your cousin borrow $10.00. Next, he's going to be borrowing money from you every day.",faulty generalization,"Don't let MSK<0> MSK<1> $ 10.00 . Next , MSK<0> 's going to be MSK<1> money from coref1 every day . ",1267.0,1
1568,1568,1568,1568,1268,1268,1268,1268,1268,1268,1268,1271,2034,,"I have been around the block many times, and I have had my share of success.  So believe me when I tell you that there is no better hobby than cat-juggling.",fallacy of credibility,"MSK<0> have been around the block many times , and MSK<0> have had MSK<0> share of success . So believe MSK<0> when MSK<0> tell you that there is no better hobby than cat - juggling . ",1268.0,1
1569,1569,1569,1569,1269,1269,1269,1269,1269,1269,1269,1272,1796,,Animal rights activists believe that we shouldn't keep animals captive and make them do our will. They would have you abandon your pets in the wilderness.,fallacy of extension,MSK<0> believe that MSK<1> shouldn't keep animals captive and make MSK<0> do MSK<1> will . MSK<0> would have MSK<2> abandon MSK<2> pets in the wilderness . ,1269.0,1
1570,1570,1570,1570,1270,1270,1270,1270,1270,1270,1270,1273,1639,,"If you can't prove that Ken had an affair with the nanny, then he's been faithful to his wife.	",false dilemma,"If you can't prove that MSK<0> had an affair with the nanny , then MSK<0> 's been faithful to MSK<0> wife . ",1270.0,1
1571,1571,1571,1571,1271,1271,1271,1271,1271,1271,1271,1274,2372,,Quite the contrary: The Senator thinks the environment is such a wreck that no one's car choice or driving habits would make the slightest difference.,fallacy of extension,Quite the contrary : The Senator thinks the environment is such a wreck that no one 's car choice or driving habits would make the slightest difference . ,1271.0,1
1572,1572,1572,1572,1272,1272,1272,1272,1272,1272,1272,1275,726,,"The universe has a beginning. Every thing that has a beginning has a cause. Therefore, the universe has a cause called God.",circular reasoning,"MSK<0> has MSK<1> . Every thing that has MSK<1> has MSK<2> . Therefore , MSK<0> has MSK<2> called God . ",1272.0,1
1573,1573,1573,1573,1273,1273,1273,1273,1273,1273,1273,1276,1339,,"arguing at length that your religion is of great help to many people. Then, concluding that the teachings of your religion are undoubtably true",fallacy of logic,"arguing at length that MSK<0> is of great help to many people . Then , concluding that the teachings of MSK<0> are undoubtably true ",1273.0,1
1574,1574,1574,1574,1274,1274,1274,1274,1274,1274,1274,1277,1123,,"A father tells his son not to start smoking as he will regret it when he is older, and the son points out that his father is a smoker. This does not alter the fact that his son may regret smoking when he is older.",ad hominem,"MSK<0> tells MSK<1> not to start MSK<4> as MSK<0> will MSK<2> MSK<1> when MSK<0> is MSK<3> , and MSK<1> points out that MSK<0> is a smoker . MSK<0> does not alter the fact that MSK<1> may MSK<2> MSK<4> when MSK<0> is MSK<3> . ",1274.0,1
1575,1575,1575,1575,1275,1275,1275,1275,1275,1275,1275,1278,1614,,It is either you are for the US war on terror or against it.,false dilemma,MSK<0> is either you are for the US war on terror or against MSK<0> . ,1275.0,1
1576,1576,1576,1576,1276,1276,1276,1276,1276,1276,1276,1279,2335,,"Oprah Winfrey's diet advice is useless;  she has had problems with maintaining her weight for most of her life, bouncing back and forth between being overweight and slender.",ad hominem,"MSK<0> diet advice is useless ; MSK<0> has had problems with maintaining MSK<0> MSK<1> for most of MSK<0> life , bouncing back and forth between being MSK<1> and slender . ",1276.0,1
1577,1577,1577,1577,1277,1277,1277,1277,1277,1277,1277,1280,1623,,"“Do you want to live in a world where you can get breakfast from McDonald’s all day, or would you rather live in a dictatorship?”",false dilemma,"MSK<2> Do MSK<0> want to MSK<1> in a world where MSK<0> can get breakfast from McDonald ’s all day , or would MSK<0> rather MSK<1> in a dictatorship ? MSK<2> ",1277.0,1
1578,1578,1578,1578,1278,1278,1278,1278,1278,1278,1278,1281,804,,Royal's promoting their team for the next season by telling people to come join the team because everyone else has.,ad populum,MSK<0> promoting MSK<0> for the next season by telling people to come join coref1 because everyone else has . ,1278.0,1
1579,1579,1579,1579,1279,1279,1279,1279,1279,1279,1279,1282,1927,,That parking attendant who gave me a ticket is as bad as Hitler.,fallacy of relevance,That parking attendant who gave me a ticket is as bad as Hitler . ,1279.0,1
1580,1580,1580,1580,1280,1280,1280,1280,1280,1280,1280,1283,1857,,Distracting your audience from the original issue by introducing an irrelevant topic.,fallacy of relevance,Distracting your audience from the original issue by introducing an irrelevant topic . ,1280.0,1
1581,1581,1581,1581,1281,1281,1281,1281,1281,1281,1281,1284,415,,"Almadina school of Richmond does not have many students, so that must mean that the school has a very selective admissions process.",false causality,"MSK<0> does not have many students , so that must mean that MSK<0> has a very selective admissions process . ",1281.0,1
1582,1582,1582,1582,1282,1282,1282,1282,1282,1282,1282,1285,1261,,"""You passed everyone in the class, so I should get extra credit"" is an example of",fallacy of logic,""" You passed everyone in the class , so I should get extra credit "" is an example of ",1282.0,1
1583,1583,1583,1583,1283,1283,1283,1283,1283,1283,1283,1286,535,,"Yesterday, I walked under a ladder with an open umbrella indoors while spilling salt in front of a black cat. And I forgot to knock on wood with my lucky dice. That must be why I’m having such a bad day today. It’s bad luck.",false causality,"MSK<3> , MSK<0> walked under a ladder with an open umbrella indoors while spilling salt in front of a black cat . And MSK<0> forgot to knock on wood with MSK<0> MSK<4> dice . MSK<1> must be why MSK<0> ’m having such a MSK<2> day MSK<3> . MSK<1> ’s MSK<2> MSK<4> . ",1283.0,1
1584,1584,1584,1584,1284,1284,1284,1284,1284,1284,1284,1287,1132,,"Yeah, I think everyone's opinion counts on moral matters like that, but that Lila sleeps around with anything. I know of at least one marriage she's broken up, so why should her opinion count on anything, much less morality?",ad hominem,"Yeah , MSK<0> think MSK<1> MSK<3> on moral matters like MSK<1> , but that MSK<4> sleeps around with anything . MSK<0> know of at least one marriage MSK<4> 's broken up , so why should MSK<4> MSK<3> on anything , much less morality ? ",1284.0,1
1585,1585,1585,1585,1285,1285,1285,1285,1285,1285,1285,1288,770,,"""everybody's doing it, so it must be a good thing to do.""",ad populum,""" everybody 's doing MSK<0> , so MSK<0> must be a good thing to do . "" ",1285.0,1
1586,1586,1586,1586,1286,1286,1286,1286,1286,1286,1286,1289,743,,"Flippityflu: smarter than a Floppityflip. Floppityflip: dumber than a Flippityflu. ",circular reasoning,MSK<0> : smarter than a MSK<1> . MSK<1> : dumber than a MSK<0> . ,1286.0,1
1587,1587,1587,1587,1287,1287,1287,1287,1287,1287,1287,1290,1711,,"Charlie: I think we should put more money into schools. Quality public education is so important. Bob: So you’re saying we should cut military spending and spend it instead on more spiral notebooks and crayons? I guess you want our country to be a weak, defenseless target for terrorists.",fallacy of extension,"MSK<0> : MSK<0> think MSK<1> should put more money into schools . Quality public education is so important . MSK<2> : So MSK<2> ’re saying MSK<1> should cut MSK<3> and spend MSK<3> instead on more spiral notebooks and crayons ? MSK<0> guess MSK<2> want MSK<1> country to be a weak , defenseless target for terrorists . ",1287.0,1
1588,1588,1588,1588,1288,1288,1288,1288,1288,1288,1288,1291,2024,,"If we allow cadets to apply for encampment online, we’d save everyone lots of headaches. REPLY: No. We’ve always made cadets apply using a paper form.",fallacy of credibility,"If MSK<0> allow MSK<1> to MSK<2> for encampment online , MSK<0> ’d save everyone lots of headaches . REPLY : No . MSK<0> ’ve always made MSK<1> MSK<2> using a paper form . ",1288.0,1
1589,1589,1589,1589,1289,1289,1289,1289,1289,1289,1289,1292,988,,"My opponent raises a good point, but can we really trust him? I mean, he moved to this town only two years ago, and everyone knows that his wife left him.",ad hominem,"MSK<0> raises a good point , but can we really trust MSK<1> ? MSK<0> mean , MSK<1> moved to this town only two years ago , and everyone knows that MSK<1> wife left MSK<1> . ",1289.0,1
1590,1590,1590,1590,1290,1290,1290,1290,1290,1290,1290,1293,766,,Come on! Everyone else thinks the movie is great - you should too!,ad populum,Come on ! Everyone else thinks the movie is great - you should too ! ,1290.0,1
1591,1591,1591,1591,1291,1291,1291,1291,1291,1291,1291,1294,1320,,How can I be expected to do my homework when billions of people around the world are throwing their plastic water bottles away without recycling them?,fallacy of logic,How can MSK<0> be expected to do MSK<0> homework when MSK<1> are throwing MSK<1> plastic water bottles away without recycling MSK<1> ? ,1291.0,1
1592,1592,1592,1592,1292,1292,1292,1292,1292,1292,1292,1295,1942,,"Ok, I am willing to grant that there might not be angels and demons really floating around Heaven or hanging out in Hell, but you must grant that there has to be at least one God.  Is that a fair compromise?",fallacy of relevance,"Ok , I am willing to MSK<0> that there might not be angels and demons really floating around Heaven or hanging out in Hell , but you must MSK<0> that there has to be at least one God . Is that a fair compromise ? ",1292.0,1
1593,1593,1593,1593,1293,1293,1293,1293,1293,1293,1293,1296,1462,,"You really should support Senator Jones and his campaign to strengthen national defense. If you do not, he will lose control of the Armed Forces Committee and likely resign from politics.",appeal to emotion,"MSK<0> really should support MSK<1> and MSK<1> campaign to strengthen national defense . If MSK<0> do not , MSK<1> will lose control of the Armed Forces Committee and likely resign from politics . ",1293.0,1
1594,1594,1594,1594,1294,1294,1294,1294,1294,1294,1294,1297,1352,,"All cats are felines. All dogs are canines. Therefore, all cats are canines.",fallacy of logic,"MSK<0> are felines . All MSK<1> are MSK<1> . Therefore , MSK<0> are MSK<1> . ",1294.0,1
1595,1595,1595,1595,1295,1295,1295,1295,1295,1295,1295,1298,1882,,"I know you want to imprison me for having murdered my parents, but judge, have mercy on me, I’m an orphan!",fallacy of relevance,"MSK<0> know you want to imprison MSK<0> for having murdered MSK<0> parents , but judge , have mercy on MSK<0> , MSK<0> ’m an orphan ! ",1295.0,1
1596,1596,1596,1596,1296,1296,1296,1296,1296,1296,1296,1299,1962,,"A book argues that global warming is not actually happening, and cites the research of one environmental scientist who has been studying climate change for several years.",fallacy of credibility,"A book argues that MSK<0> MSK<0> is not actually happening , and cites the research of one environmental scientist who has been studying MSK<0> MSK<0> for several years . ",1296.0,1
1597,1597,1597,1597,1297,1297,1297,1297,1297,1297,1297,1300,673,,"""He's the best teacher I've ever had because he's the best teacher I've known.""",circular reasoning,""" MSK<0> 's the MSK<2> MSK<0> 've ever had because MSK<0> 's the MSK<2> MSK<0> 've known . "" ",1297.0,1
1598,1598,1598,1598,1298,1298,1298,1298,1298,1298,1298,1301,698,,“You can’t give me a C. I’m an A student!”,circular reasoning,MSK<1> You ca n’t give MSK<0> a C. MSK<0> ’m an A student ! MSK<1> ,1298.0,1
1599,1599,1599,1599,1299,1299,1299,1299,1299,1299,1299,1302,934,,"the claim, as evidence for an idea, that many people believe it, or used to believe it or do it.",ad populum,"MSK<0> , as evidence for an idea , that many people MSK<1> MSK<0> , or used to MSK<1> MSK<0> or do MSK<0> . ",1299.0,1
1600,1600,1600,1600,1300,1300,1300,1300,1300,1300,1300,1303,1890,,"The level of mercury in seafood may be unsafe, but what will fishers do to support their families?",fallacy of relevance,"The level of mercury in seafood may be unsafe , but what will MSK<0> do to support MSK<0> families ? ",1300.0,1
1601,1601,1601,1601,1301,1301,1301,1301,1301,1301,1301,1304,2451,,"involves acceptance or rejection of concepts based on their source, not their merit",ad hominem,"involves acceptance or rejection of concepts based on MSK<0> source , not MSK<0> merit ",1301.0,1
1602,1602,1602,1602,1302,1302,1302,1302,1302,1302,1302,1305,1190,,"Hannah argues that because her friend was brainwashed as a child into thinking that people are generally good, people are not generally good. Name that fallacy:",ad hominem,"MSK<0> argues that because MSK<0> friend was brainwashed as a child into thinking that MSK<1> are MSK<3> , MSK<1> are not MSK<3> . Name that fallacy : ",1302.0,1
1603,1603,1603,1603,1303,1303,1303,1303,1303,1303,1303,1306,1278,,comparison or metaphors to relate ideas or situations that are not really that similar,fallacy of logic,comparison or metaphors to relate ideas or situations that are not really that similar ,1303.0,1
1604,1604,1604,1604,1304,1304,1304,1304,1304,1304,1304,1307,1774,,"Biology teacher: The theory of evolution states that all species evolve, even humans. Student: I can't accept that humans came from bugs. Profesor de biología: la teoría de la evolución afirma que todas las especies evolucionan, incluso los humanos. Estudiante: No puedo aceptar que los humanos provengan de insectos.",fallacy of extension,"Biology teacher : The theory of MSK<5> states that all MSK<5> MSK<5> , even MSK<0> . Student : I can't accept that MSK<0> came from bugs . Profesor MSK<1> biología : MSK<2> teoría MSK<1> MSK<2> evolución afirma MSK<3> todas las especies evolucionan , incluso MSK<2> MSK<4> . Estudiante : No puedo aceptar MSK<3> MSK<2> MSK<4> provengan MSK<1> insectos . ",1304.0,1
1605,1605,1605,1605,1305,1305,1305,1305,1305,1305,1305,1308,1524,,"Either you decide that you can afford this stereo, or decide not to have music for a while",false dilemma,"Either MSK<0> MSK<1> that MSK<0> can afford this stereo , or MSK<1> not to have music for a while ",1305.0,1
1606,1606,1606,1606,1306,1306,1306,1306,1306,1306,1306,1309,2051,,"""My dad is a mechanic and he says that eating brushing your teeth twice a day is good for you. Since he is a mechanic, he knows best.""",fallacy of credibility,""" MSK<0> is a MSK<1> and MSK<0> says that eating brushing MSK<2> teeth twice a day is good for MSK<2> . Since MSK<0> is a MSK<1> , MSK<0> knows best . "" ",1306.0,1
1607,1607,1607,1607,1307,1307,1307,1307,1307,1307,1307,1310,1818,,"“While you may have concerns about my votes about the environment, I can assure you that I am an open minded individual. What we should really discuss is my record on votes that expanded educational opportunities for all children.""",fallacy of relevance,"“ While MSK<0> may have concerns about MSK<1> MSK<2> about the environment , MSK<1> can assure MSK<0> that MSK<1> am an open minded individual . What we should really discuss is MSK<1> record on MSK<2> that expanded educational opportunities for all children . "" ",1307.0,1
1608,1608,1608,1608,1308,1308,1308,1308,1308,1308,1308,1311,2351,,"Because recent polling indicates that no voters in the county are strongly in favor of the proposed amendment, we can expect strong opposition to the amendment when it is voted on next month.",false dilemma,"Because recent polling indicates that no voters in the county are strongly in favor of MSK<0> , we can expect strong opposition to MSK<0> when MSK<0> is voted on next month . ",1308.0,1
1609,1609,1609,1609,1309,1309,1309,1309,1309,1309,1309,1312,1543,,"You can look cool in our clothes, or you can look like a loser.",false dilemma,"MSK<0> can MSK<1> cool in our clothes , or MSK<0> can MSK<1> like a loser . ",1309.0,1
1610,1610,1610,1610,1310,1310,1310,1310,1310,1310,1310,1313,993,,My opponent suggests that lowering taxes will be a good idea -- this is coming from a woman who eats a pint of Ben and Jerry’s each night!,ad hominem,MSK<0> suggests that lowering taxes will be a good idea -- MSK<0> is coming from a woman who eats a pint of Ben and Jerry ’s each night ! ,1310.0,1
1611,1611,1611,1611,1311,1311,1311,1311,1311,1311,1311,1314,1165,,"Bill: ""I believe that Obamacare is wrong."" Dave: ""Of course you would say that, you're a Republican."" Bill: ""What about the arguments I gave to support my position?"" Dave: ""Those don't count. Like I said, you're a Republican, so you have to support the party line. Further, you are just a lapdog to the Republican incumbent so you can get a job , so I can't believe what you say.""",ad hominem,"MSK<0> : "" MSK<0> MSK<1> that Obamacare is wrong . "" MSK<2> : "" Of course MSK<2> would say that , MSK<2> 're a MSK<3> . "" MSK<0> : "" What about the arguments MSK<0> gave to MSK<4> MSK<0> position ? "" MSK<2> : "" Those don't count . Like MSK<0> said , MSK<2> 're a MSK<3> , so MSK<2> have to MSK<4> the party line . Further , MSK<2> are just a lapdog to the MSK<3> incumbent so MSK<2> can get a job , so MSK<0> can't MSK<1> what MSK<2> say . "" ",1311.0,1
1612,1612,1612,1612,1312,1312,1312,1312,1312,1312,1312,1315,2095,,"In the four years that I have been marketing my new and improved brand of past-life regressive biocognitive astral-projective hyperaffective-hypnotic-teleological-metatherapy (buy ten sessions and the next one is free!), not one person has proved it is worthless or that I am unethical for providing a therapy I just made up one day when I realized that no one was referring clients to me anymore. That makes clear what a worthwhile therapy this is and how exceptionally ethical I am to provide it.",intentional,"In the four years that MSK<0> have been marketing MSK<0> new and improved brand of past - life regressive biocognitive astral - projective hyperaffective - hypnotic - teleological - metatherapy ( buy ten sessions and the next one is free ! ) , not one person has proved it is worthless or that MSK<0> am unethical for MSK<1> a MSK<2> MSK<0> just made up one day when MSK<0> realized that no one was referring clients to MSK<0> anymore . That makes clear what a worthwhile MSK<2> MSK<3> is and how exceptionally ethical MSK<0> am to MSK<1> MSK<3> . ",1312.0,1
1613,1613,1613,1613,1313,1313,1313,1313,1313,1313,1313,1316,2317,,"Bush was ""determined to knock down Saddam Hussein"" because of his ""nuclear  bomb potential.""",false causality,"MSK<0> was "" determined to knock down Saddam Hussein "" because of MSK<0> "" nuclear bomb potential . "" ",1313.0,1
1614,1614,1614,1614,1314,1314,1314,1314,1314,1314,1314,1317,1793,,People who don't support the proposed state minimum wage increase hate the poor.,fallacy of extension,People who don't support the proposed state minimum wage increase hate the poor . ,1314.0,1
1615,1615,1615,1615,1315,1315,1315,1315,1315,1315,1315,1318,913,,Trying to convince others that everyone is doing it or everyone feels this way so they should too.,ad populum,Trying to convince others that MSK<0> is doing it or MSK<0> feels this way so MSK<0> should too . ,1315.0,1
1616,1616,1616,1616,1316,1316,1316,1316,1316,1316,1316,1319,183,,"""The Omani hospital tested three patients from Abu Dhabi and found they had the disease. They immediately banned all people from Abu Dhabi from entering the hospital.""",faulty generalization,""" MSK<0> tested MSK<1> MSK<2> and found MSK<1> had the disease . MSK<1> immediately banned all people from MSK<2> from entering MSK<0> . "" ",1316.0,1
1617,1617,1617,1617,1317,1317,1317,1317,1317,1317,1317,1320,517,,"Global chocolate consumption is highest in Switzerland, yet people there are among the trimmest in the industrialized world. Therefore, it is reasonable to conclude that chocolate helps keep your weight down.",false causality,"Global MSK<0> consumption is highest in Switzerland , yet people there are among the trimmest in the industrialized world . Therefore , it is reasonable to conclude that MSK<0> helps keep your weight down . ",1317.0,1
1618,1618,1618,1618,1318,1318,1318,1318,1318,1318,1318,1321,1638,,"Either we accept the findings of this study demonstrating that this new intervention is the best to be used for this disorder, or we must no longer call ourselves scientists, psychologists, or reasonable people.",false dilemma,"Either MSK<0> accept the findings of this study demonstrating that this new intervention is the best to be used for this disorder , or MSK<0> must no longer call MSK<0> scientists , psychologists , or reasonable people . ",1318.0,1
1619,1619,1619,1619,1319,1319,1319,1319,1319,1319,1319,1322,2392,,We have no evidence that the Illuminati ever existed. They must have been so clever that they destroyed all the evidence.,intentional,We have no MSK<0> that MSK<1> ever existed . MSK<1> must have been so clever that MSK<1> destroyed all the MSK<0> . ,1319.0,1
1620,1620,1620,1620,1320,1320,1320,1320,1320,1320,1320,1323,834,,"A fallacy which assumes that because something is popular, it is therefore good, correct, or desirable.",ad populum,"A fallacy which assumes that because MSK<0> is popular , MSK<0> is therefore good , correct , or desirable . ",1320.0,1
1621,1621,1621,1621,1321,1321,1321,1321,1321,1321,1321,1324,878,,What is the name of the fallacy in question 4 about Marcus?,ad populum,What is the name of the fallacy in question 4 about Marcus ? ,1321.0,1
1622,1622,1622,1622,1322,1322,1322,1322,1322,1322,1322,1325,983,,"Kelly is the most selfish, annoying person that I know. She says that we should recycle to help save the Earth, but she only thinks about herself, so she must be wrong.",ad hominem,"MSK<0> is the most selfish , annoying person that I know . MSK<0> says that we should recycle to help save the Earth , but MSK<0> only thinks about MSK<0> , so MSK<0> must be wrong . ",1322.0,1
1623,1623,1623,1623,1323,1323,1323,1323,1323,1323,1323,1326,2126,,"""You're not Kenyan enough to be a good leader in Kenya.""",intentional,""" You 're not MSK<0> enough to be a good leader in MSK<0> . "" ",1323.0,1
1624,1624,1624,1624,1324,1324,1324,1324,1324,1324,1324,1327,568,,"Tony: I bought a book on the law of attraction and two days later I won $30k in a lottery. I wasn’t a believer of the law of attraction before, but now I am!",false causality,"MSK<0> : MSK<0> bought a book on MSK<1> and two days later MSK<0> won $ 30k in a lottery . MSK<0> was n’t a believer of MSK<1> before , but now MSK<0> am ! ",1324.0,1
1625,1625,1625,1625,1325,1325,1325,1325,1325,1325,1325,1328,950,,Encourages the audience to become part of a group or act because other people are acting in the same way.,ad populum,Encourages the audience to become part of a group or MSK<0> because other people are MSK<0> in the same way . ,1325.0,1
1626,1626,1626,1626,1326,1326,1326,1326,1326,1326,1326,1329,472,,"""In March, 5G was introduced and then we all got COVID"" is an example of",false causality,""" In March , 5G was introduced and then we all got COVID "" is an example of ",1326.0,1
1627,1627,1627,1627,1327,1327,1327,1327,1327,1327,1327,1330,2076,,"Since the class is not asking any further questions, then that means that they are all ready for the test.",intentional,"Since the class is not asking any further questions , then that means that they are all ready for the test . ",1327.0,1
1628,1628,1628,1628,1328,1328,1328,1328,1328,1328,1328,1331,1569,,Politician: We have to decide if we are going to support school choice or if we are going to support failing schools. Those are the only two options.,false dilemma,Politician : MSK<0> have to decide if MSK<0> are going to MSK<1> MSK<2> MSK<3> or if MSK<0> are going to MSK<1> failing MSK<2> . Those are the only two MSK<3> . ,1328.0,1
1629,1629,1629,1629,1329,1329,1329,1329,1329,1329,1329,1332,1662,,"I want to have myself a merry little Christmas, but I refuse to do as the song suggests and make the yuletide gay.  I don't think sexual preference should have anything to do with enjoying the holiday.",equivocation,"MSK<0> want to have MSK<0> a merry little Christmas , but MSK<0> refuse to do as the song suggests and make the yuletide gay . MSK<0> don't think sexual preference should have anything to do with enjoying the holiday . ",1329.0,1
1630,1630,1630,1630,1330,1330,1330,1330,1330,1330,1330,1333,639,,John Green is a wonderful writer because he writes so well.,circular reasoning,MSK<0> is a wonderful writer because MSK<0> writes so well . ,1330.0,1
1631,1631,1631,1631,1331,1331,1331,1331,1331,1331,1331,1334,1596,,You can go to bed in 5 minutes or you can go to bed in ten minutes. What's your choice?,false dilemma,MSK<0> can go to MSK<1> in 5 MSK<2> or MSK<0> can go to MSK<1> in ten MSK<2> . What 's MSK<0> choice ? ,1331.0,1
1632,1632,1632,1632,1332,1332,1332,1332,1332,1332,1332,1335,1802,,"Zebedee: What is your view on the Christian God? Mike: I don’t believe in any gods, including the Christian one. Zebedee: So you think that we are here by accident, and all this design in nature is pure chance, and the universe just created itself? Mike: You got all that from me stating that I just don’t believe in any gods? ",fallacy of extension,"MSK<0> : What is MSK<1> view on the MSK<2> MSK<3> ? MSK<4> : MSK<4> do n’t MSK<5> in any MSK<3> , including the MSK<2> one . MSK<0> : So MSK<1> think that we are here by accident , and all this design in nature is pure chance , and MSK<6> just created MSK<6> ? MSK<4> : MSK<1> got all that from MSK<4> stating that MSK<4> just do n’t MSK<5> in any MSK<3> ? ",1332.0,1
1633,1633,1633,1633,1333,1333,1333,1333,1333,1333,1333,1336,1403,,"When President Kennedy said that research for space travel could help children with eye defects, he is making what kind of appeal?",appeal to emotion,"When MSK<0> said that research for space travel could help children with eye defects , MSK<0> is making what kind of appeal ? ",1333.0,1
1634,1634,1634,1634,1334,1334,1334,1334,1334,1334,1334,1337,1293,,"Minds, like rivers, can be broad. The broader the river, the shallower it is. Therefore, the broader the mind, the shallower it is.",fallacy of logic,"MSK<0> , like rivers , can be broad . The MSK<1> MSK<2> , the MSK<3> MSK<2> is . Therefore , the MSK<1> the MSK<0> , the MSK<3> MSK<2> is . ",1334.0,1
1635,1635,1635,1635,1335,1335,1335,1335,1335,1335,1335,1338,184,,"My father smoked four packs of cigarettes a day since age fourteen and lived until age sixty-nine. Therefore, smoking really can’t be that bad for you.",faulty generalization,"My father MSK<0> four packs of MSK<0> a day since MSK<1> fourteen and lived until MSK<1> sixty - nine . Therefore , MSK<0> really ca n’t be that bad for you . ",1335.0,1
1636,1636,1636,1636,1336,1336,1336,1336,1336,1336,1336,1339,309,,"If we allow euthanasia, the next thing you know, murder will be legal.",faulty generalization,"If we allow euthanasia , the next thing you know , murder will be legal . ",1336.0,1
1637,1637,1637,1637,1337,1337,1337,1337,1337,1337,1337,1340,198,,"Jason said that that was all cool and everything, but his grandfather smoked, like, 30 cigarettes a day and lived until 97 - so don't believe everything you read about meta analyses of methodologically sound studies showing proven causal relationships.",faulty generalization,"MSK<0> said that that was all cool and everything , but MSK<0> grandfather MSK<1> , like , 30 MSK<1> a day and lived until 97 - so don't believe everything you read about meta analyses of methodologically sound studies showing proven causal relationships . ",1337.0,1
1638,1638,1638,1638,1338,1338,1338,1338,1338,1338,1338,1341,2415,,"Because the last words spoken by either the pilot or co-pilot were ""Good night, Malaysia Three-Seven-Zero,"" the pilot fell asleep and accidentally crashed the plane into the ocean.",false causality,"Because the last words spoken by either the MSK<0> or MSK<0> were "" Good night , Malaysia Three - Seven - Zero , "" the MSK<0> fell asleep and accidentally crashed the plane into the ocean . ",1338.0,1
1639,1639,1639,1639,1339,1339,1339,1339,1339,1339,1339,1342,2144,,"Yes, I do think that all drunk drivers should go to prison, but your honor, he is my son! He is a good boy who just made a mistake!",intentional,"Yes , MSK<0> do think that all drunk drivers should go to prison , but your honor , MSK<1> is MSK<0> son ! MSK<1> is a good boy who just made a mistake ! ",1339.0,1
1640,1640,1640,1640,1340,1340,1340,1340,1340,1340,1340,1343,1694,,Pamela is the class secretary. She says that she thinks that the class should do more service projects. Mark says he can't believe that Pamela doesn't support the annual school dance.,fallacy of extension,MSK<0> is the MSK<1> secretary . MSK<0> says that MSK<0> thinks that the MSK<1> should do more service projects . MSK<2> says MSK<2> can't believe that MSK<0> doesn't support the annual school dance . ,1340.0,1
1641,1641,1641,1641,1341,1341,1341,1341,1341,1341,1341,1344,1286,,"There are seven windows given to animals in the domicile of the head: two nostrils, two eyes, two ears, and a mouth...From this and many other similarities in Nature, too tedious to enumerate, we gather that the number of planets must necessarily be seven.",fallacy of logic,"There are MSK<0> : two nostrils , two eyes , two ears , and a mouth ... From MSK<0> and many other similarities in Nature , too tedious to enumerate , we gather that the number of planets must necessarily be seven . ",1341.0,1
1642,1642,1642,1642,1342,1342,1342,1342,1342,1342,1342,1345,1970,,Invoke shared values and principles. They call upon the audience’s sense of right and wrong.,fallacy of credibility,Invoke shared values and principles . They call upon the audience ’s sense of right and wrong . ,1342.0,1
