Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,key,edited,votes,created,text,parent_text,parent_relation,grand_parent_text,author,relation,score,masked_articles,is_fallacy
397,397,397,397,397,397,6182.456,1521998381292,,1521998381292,"In addition to low emissions and very good safety records, Nuclear has very high labor content.  Approximately 70% of total costs of Nuclear is salaries to workers.  Those workers pay high taxes on that income for general benefit of their communities.  Compare coal/oil/gas where about 70% of total costs is a fuel bill.  Nuclear powered communities are clean, safe and prosperous communities.",Nuclear power \(fission is desirable for sustainable energy production,0.0,,1a2c1945-b0cd-453f-a655-71700123892c,1,0.0,"In addition to low emissions and very good safety records , MSK<0> has very MSK<1> labor content . Approximately MSK<2> % of MSK<4> of MSK<0> is salaries to workers . MSK<5> pay MSK<1> taxes on that income for general benefit of MSK<5> MSK<6> . Compare coal / oil / MSK<7> where about MSK<2> % of MSK<4> is a MSK<7> bill . Nuclear powered MSK<6> are clean , safe and prosperous MSK<6> . ",0
398,398,398,398,398,398,6079.2106,1574381970896,,1574381970896,"Trump derided climate change as a hoax concocted by China, and the regulations of Paris as stifling to American growth. After three months of prevarications, he quit the Paris deal. This is unequivocally a promise kept.","By following through on his campaign promise to the electorate, Trump has restored their faith in democracy.",1.0,He is repealing by executive order elements of the Affordable Healthcare Act that is costing the Americans a fortune.,d0f22c81-e8ce-47bd-8437-815c2391350d,1,0.0,"MSK<0> derided climate change as a hoax concocted by China , and the regulations of MSK<1> as stifling to American growth . After three months of prevarications , MSK<0> quit the MSK<1> deal . This is unequivocally a promise kept . ",0
399,399,399,399,399,399,6079.516,1536945474688,,1536945474688,"Statements like ""It's really cold outside, they are calling it a major freeze, weeks ahead of normal. Man, we could use a big fat dose of global warming illustrate his lack of understanding.",Trump has no understanding of climate change,1.0,He doesn't seem to know what he's talking about at any given time.,fe0150fe-c0b5-40aa-a9f2-4b3136aec3fd,1,0.0,"Statements like "" MSK<0> 's really cold outside , they are calling MSK<0> a major freeze , weeks ahead of normal . Man , we could use a big fat dose of global warming illustrate his lack of understanding . ",0
400,400,400,400,400,400,6079.436,1536858961016,,1536858961016,"During the interview in question Trump demonstrated a lack of understanding of the Paris Climate Change agreement, and indeed climate change; it is not one misunderstanding, but a collection thereof.","This claim appears based on a quote by trump saying that “""It used to not be climate change. It used to be global warming. That wasn't working too well, 'cause it was getting too cold all over the place."" That is true. The phrase global warming was dropped because it didn’t accurately describe what was happening in all areas of the globe.",-1.0,Trump has no understanding of climate change,fe0150fe-c0b5-40aa-a9f2-4b3136aec3fd,-1,0.0,"During the interview in question Trump demonstrated a lack of understanding of MSK<0> , and indeed climate change ; MSK<0> is not one misunderstanding , but a collection thereof . ",0
401,401,401,401,401,401,9613.1,1528465879186,,1528465879186,"Conventional farming is less profitable because of the amount of inputs that are required, it exhausts the land and pollutes the environment, while exacerbating climate change.",Organic farming is better than conventional farming,0.0,,12cf55fc-e9cf-41e1-a237-fb4126bc9556,1,0.0,"MSK<0> is less profitable because of the amount of inputs that are required , MSK<0> exhausts the land and pollutes the environment , while exacerbating climate change . ",0
402,402,402,402,402,402,5685.1085,1515425736848,,1515425736848,"Stoicism is very popular in our world climate. It teaches you to acknowledge what you, as an individual, can change and what you can't. It sounds like a great philosophy \(and is\), until an elderly gentleman told me: ""What Stoics don't understand, is that if you stand together, you can change the unchangeable.""",Phenomena that are native to a high level of abstraction can be very difficult or practically impossible to see at a lower level.,-1.0,Modern science's understanding of the brain suggests it is deterministically linked to human action.,1b955ed5-2213-4200-bed5-4876382d1c19,1,0.0,"MSK<0> is very popular in our world climate . MSK<0> teaches MSK<1> to acknowledge what MSK<1> , as an individual , can MSK<2> and what MSK<1> can't . MSK<0> sounds like a great philosophy \ ( and is \ ) , until an elderly gentleman told me : "" What Stoics don't understand , is that if MSK<1> stand together , MSK<1> can MSK<2> the unchangeable . "" ",0
403,403,403,403,403,403,9620.22,1520520918053,,1520520918053,"In the US, there are between 7,500 and 52,000 people a year who die because of small particles in the air from coal power plant emissions.",The burning of coal produces air pollution that kills people world-wide each year.,1.0,Wind farms have more advantages than disadvantages.,c5e3ba3f-50f6-4a22-8d17-ab5cc1752cea,1,0.0,"In the US , there are between 7,500 and 52,000 people a year who die because of small particles in the air from coal power plant emissions . ",0
404,404,404,404,404,404,486.2234,1465103879420,,1465103879420,"Reducing the energy consumption and climate footprint of armed forces would make a difference. As of 2005, the US military consumed more fuel per day than all but 34 nations worldwide, and more electricity than all but 58 nations.",Environmental benefits of AKMs are marginal in light of the global level of pollution. Thus environmental concerns are not significant for the decision to build AKMs or not.,-1.0,AKMs are more environmental friendly.,9972cb14-00f7-42d2-9b64-846aa0812775,1,0.0,"Reducing the energy MSK<1> and climate footprint of MSK<2> MSK<2> would make a difference . As of 2005 , the US MSK<2> MSK<1> more fuel per day than all but 34 MSK<0> worldwide , and more electricity than all but 58 MSK<0> . ",0
405,405,405,405,405,405,9143.18,1521454739020,,1521454739020,"Climate change is a completely normal natural phenomena that have occurred thousands of times in course of history. Not being prepared for this natural climate change can kill half of the total population. When the magma tanks are being filled, it is obvious that the World is being heaten up from inside. The Equatorial area is being heaten up by the Sun. Because of those, the World heats up from inside and outside and expands. That's the reason for why the world is shaped like it is \(a geoid",Climate change \(NASA Wikipedia & Anthropocene extinction \(Wikipedia Wikipedia Wikipedia,0.0,What is the worst world problem of utmost concern of a topic?,3c373dde-1128-440e-8bb8-58ad255f89ff,1,0.0,"MSK<1> is a completely normal MSK<2> phenomena that have occurred thousands of times in course of history . Not being prepared for this MSK<2> MSK<1> can kill half of the total population . When the magma tanks are being filled , it is obvious that MSK<3> is being MSK<4> up from MSK<5> . The Equatorial area is being MSK<4> up by the Sun . Because of those , MSK<3> MSK<4> up from MSK<5> and outside and expands . That 's the reason for why MSK<3> is shaped like MSK<3> is \ ( a geoid ",0
406,406,406,406,406,406,9760.216,1520034773655,,1520034773655,"In the current climate, films which exaggerate negative racial stereotypes will be called out on social media, and may even be boycotted. Thus, film directors, seek to avoid exaggerated negative racial stereotypes within their work.",Whitewashing exaggerates negative racial stereotypes.,1.0,Whitewashing Should Be Banned in Hollywood Productions,57bf60ab-d11b-420b-88b6-95d7b1238b71,-1,0.0,"In the current climate , films which exaggerate MSK<2> will be called out on social media , and may even be boycotted . Thus , MSK<3> , seek to avoid exaggerated MSK<2> within MSK<3> work . ",0
407,407,407,407,407,407,486.3643,1466340699890,,1466340699890,"60% of the global population is living in Asia. As of now, China is the country with the highest CO2 emissions in the world, followed by India \(no. 4 and Japan \(no. 6",Most of the global population is not taking part in climate destroying activities as they are living in underdeveloped countries. Climate change is caused by the wealthy few that are unrelated to the majority of humankind.,-1.0,Overpopulation is accelerating climate change.,b4e80a86-afd8-4979-b903-fc3259f208c1,-1,0.0,"60 % of the global population is living in MSK<1> . As of now , MSK<1> is the country with the highest CO2 emissions in the world , followed by India \ ( MSK<2> and MSK<1> \ ( MSK<2> ",0
408,408,408,408,408,408,486.3572,1432875006120,,1432875006120,"The gradual degeneration of humans' ecological niche, such as rising levels of atmospheric carbon dioxide, global warming, and pollution, is aggravated by the population expansion.","In a scenario where only AKM's are fighting against each other and no humans are involved into battles, the global population grows even faster, because the number of war casualties drastically decreases. This leads to an increasing consumption of the already rare resources.",1.0,"The Earth's ""overshoot-day"" comes earlier every year. That means that even nowadays \(without building millions of drones\) the resources of Earth are not sufficient.",aa0ebe45-4d3a-4ca3-bd7f-7c97dd942caf,1,0.0,"The gradual degeneration of humans ' ecological niche , such as rising levels of atmospheric carbon dioxide , global warming , and pollution , is aggravated by the population expansion . ",0
409,409,409,409,409,409,4748.196,1511294535833,,1511294535833,"Emissions for EVs are shifted to the electric power station which collects and concentrates the pollution in one place, overall the emissions are the same, so EVs are not better than fossil fuel vehicles as far as air quality is concerned",EVs are more environmentally friendly than fossil fuel cars \(REORGANISATION IN PROGRESS\),1.0,Electric vehicles are better than fossil fuel vehicles,fbf5927f-cc43-4fd8-973f-c2ee1922ed3a,-1,0.0,"MSK<0> are shifted to the electric power station which collects and concentrates the MSK<1> in one place , overall MSK<0> are the same , so EVs are not better than fossil fuel vehicles as far as MSK<1> MSK<1> is concerned ",0
410,410,410,410,410,410,9143.357,1484725414165,,1484725414165,"In countries with high inequality, like China or the US, emissions are the highest.","If collective actions lead to strong negative externalities, perfect equality is no good solution \(Bardhan et a., p. 16 As our societies create strong externalities, e.g. in CO2 emissions, perfect equality is detrimental.",-1.0,Inequalities bloc collective actions as the there is a lack of common identity.,aa0ebe45-4d3a-4ca3-bd7f-7c97dd942caf,-1,0.0,"In countries with high inequality , like China or the US , emissions are the highest . ",0
411,411,411,411,411,411,4628.2082,1524139215708,,1524139215708,"Politicians reject or embrace scientific findings to support their stance, e.g., whether or not they accept the idea of climate change/global warming.",Politicians have made science political.,1.0,"Other interests groups may 'make' science political, but this does not mean that science in and of itelf is political.",e4bc344c-ae60-454b-b001-16437260c048,1,0.0,"MSK<0> reject or embrace scientific findings to support MSK<0> stance , e.g. , whether or not MSK<0> accept the idea of MSK<1> MSK<1> / MSK<1> MSK<1> . ",0
412,412,412,412,412,412,10054.131,1528304072963,,1528304072963,"Orbital rings would require more resources from Earth than space elevators, which would be detrimental to both the environment and people's safety \(globally - climate change, and locally - mining dangers\).",An orbital ring requires much more materials than a space elevator,-1.0,"An orbital ring would be a great alternative and might be extremely challenging, but pretty feasible.",ecb837ad-c163-4c28-88a5-2c77686c7e5b,1,0.0,"Orbital rings would require more resources from Earth than space elevators , which would be detrimental to both the environment and people 's safety \ ( globally - climate change , and locally - mining dangers \ ) . ",0
413,413,413,413,413,413,31850.497,1573768268129,,1573768268129,"Farage has openly admitted that he's 'agnostic on climate change' and that he doesn't have 'a clue'. Therefore, he isn't so much controversial, but instead acknowledges his own lack of experience in the field.","The Brexit party's leader, Nigel Farage has consistently put forward controversial views on climate change.",1.0,Many of the Brexit party's leading figures have questionable views on climate change.,27275bc2-2cfe-443d-9243-699660d9f248,-1,0.0,"MSK<0> has openly admitted that MSK<0> 's ' agnostic on climate change ' and that MSK<0> doesn't have ' a clue ' . Therefore , MSK<0> isn't so much controversial , but instead acknowledges MSK<0> own lack of experience in the field . ",0
414,414,414,414,414,414,4237.5,1557869598261,,1557869598261,"Most of the factors that are grounded in reality, and have actual significance resolve to the fact that the world needs collaborative solutions to global problems. Insubstantial factors such as sovreignty, fantasy factors such as bent bananas and emotional factors such as blue passports and fish all pale into insignificance in comparison.","There are other factors to consider, not just economic ones.",-1.0,"If any, it's going to take a lot of time before seeing the economic benefits.",1e9c0093-4c52-4201-9fa5-e28829584457,-1,0.0,"Most of the MSK<0> that are grounded in reality , and have actual significance resolve to the fact that the world needs collaborative solutions to global problems . Insubstantial MSK<0> such as sovreignty , fantasy MSK<0> such as bent bananas and emotional MSK<0> such as blue passports and fish all pale into insignificance in comparison . ",0
415,415,415,415,415,415,16729.379,1531411197157,,1531411197157,"The US, a supposed leader in climate change, pulled out of the Paris Accords earlier this year \(Zhang\) sciencedirect.com","Given current international debates over climate policy, it is unlikely there will be international agreement in organizing the implementation of geoengineering.",1.0,Countries unlikely to cooperate,f69d231c-3895-4aa2-8e1c-1fb17fe84dcf,1,0.0,"The US , a supposed leader in climate change , pulled out of the Paris Accords earlier this year \ ( Zhang \ ) sciencedirect.com ",0
416,416,416,416,416,416,16729.317,1525064386013,,1525064386013,"By not dealing with the root cause of climate change, the accumulation of greenhouse gases in the atmosphere, researchers have predicted that a sudden suspension in the implementation of solar geoengineering could cause climate change to resume at a much quicker pace than prior to the implementation of solar geoengineering \Matthews and Caldeira, 2007\].
In agupubs.onlinelibrary.wiley.com","Too risky - an abrupt halt mid-deployment would result in rapid climate warming which is worse than gradual global warming \(Robock\). 
atmos.washington.edu",1.0,Risks may not be worth bearing,c0d5f1ed-2063-4306-a532-8a6916f8f274,1,0.0,"By not dealing with the root MSK<0> of MSK<2> , the accumulation of greenhouse gases in the atmosphere , researchers have predicted that a sudden suspension in the MSK<3> of MSK<5> could MSK<0> MSK<2> to resume at a much quicker pace than prior to the MSK<3> of MSK<5> \ Matthews and Caldeira , 2007 \ ] . In agupubs.onlinelibrary.wiley.com ",0
417,417,417,417,417,417,16729.221,1521150503335,,1521150503335,"The final bill for solar geoengineering deployment seems likely to be substantially higher because of hidden costs like climate impact, security, monitoring.
Reynolds, Parker, Irvine
onlinelibrary.wiley.com",Relatively inexpensive technology,1.0,"From a political and social standpoint, we should invest in solar geoengineering research.",c0d5f1ed-2063-4306-a532-8a6916f8f274,-1,0.0,"The final bill for solar geoengineering deployment seems likely to be substantially higher because of hidden costs like climate impact , security , monitoring . Reynolds , Parker , Irvine onlinelibrary.wiley.com ",0
418,418,418,418,418,418,16729.165,1529591166671,,1529591166671,"The US, a supposed leader in climate change, pulled out of the Paris Accords earlier this year \(Zhang\)sciencedirect.com","The NDCs in the Paris Agreement provide little basis for the regulation of CDR or solar geoengineering technologies.
\(Craik & Burns, Geoengineering special report, ",1.0,"Our social and institutional systems are not capable of controlling risk technologies on a long time scale. 
\(Corner & Pidgeon\)
",0375e1ea-8f68-42aa-b53f-318a4d3c6ae2,1,0.0,"The US , a supposed leader in climate change , pulled out of the Paris Accords earlier this year \ ( Zhang \ ) sciencedirect.com ",0
419,419,419,419,419,419,16729.83,1531337621792,,1531337621792,"Solar geoengineering may be more sensitive to climate uncertainty than mitigation is.
\(Heutel, Moreno-Cruz, Shayegh\)
",Solar geoengineering may be more sensitive to climate uncertainty than mitigation is.,-1.0,Could encourage mitigation,c0d5f1ed-2063-4306-a532-8a6916f8f274,1,0.0,"Solar geoengineering may be more sensitive to climate uncertainty than mitigation is . \ ( Heutel , Moreno - Cruz , Shayegh \ ) ",0
420,420,420,420,420,420,16729.81,1521150884557,,1521150884557,"In a largescale framed field experiment with more than 650 participants, we provide evidence that people do not back-pedal on mitigation when they are told that the climate change problem could be partly addressed via SAI. Instead, we observe that people who have been informed about SAI mitigate more than people who have not. 
Merk, Ponitzsch, Rehdanz
iopscience.iop.org",Could encourage mitigation,1.0,"From a political and social standpoint, we should invest in solar geoengineering research.",c0d5f1ed-2063-4306-a532-8a6916f8f274,1,0.0,"In a largescale framed field experiment with more than 650 participants , MSK<0> provide evidence that MSK<1> do not back - pedal on MSK<4> when MSK<1> are told that the climate change problem could be partly addressed via MSK<2> . Instead , MSK<0> observe that MSK<3> who have been informed about MSK<2> MSK<4> more than MSK<3> who have not . Merk , Ponitzsch , Rehdanz iopscience.iop.org ",0
421,421,421,421,421,421,16729.361,1531409640679,,1531409640679,"Questions about cost-effectiveness estimates cause concerns about using solar geoengineering. If we don’t have an actual way to reverse the damage we’ve already done, we might as well do nothing. \(Keith, Wagner, Zabel 2017\) nature.com",Status quo does not qualify as an emergency where such drastic measures would be necessary \(Hulme 2013\). theguardian.com ,-1.0,"From a political and social standpoint, we should invest in solar geoengineering research.",f69d231c-3895-4aa2-8e1c-1fb17fe84dcf,1,0.0,"Questions about cost - effectiveness estimates cause concerns about using solar geoengineering . If MSK<0> do n’t have an actual way to reverse the damage MSK<0> ’ve already done , MSK<0> might as well do nothing . \ ( Keith , Wagner , Zabel 2017 \ ) nature.com ",0
422,422,422,422,422,422,16729.47,1532356147117,,1532356118616,"If climate change solutions are mobilized in the next 10-15 years, they could provide 37% of the change needed for the planet. But if action is delayed until after 2030, that number drops to 33%, and drops again to only 22% after 2050 \(Griscom\)! global.nature.org","At the very least, solar geoengineering research could buy us more time",1.0,The potential scientific benefits of solar geoengineering support further research.,f69d231c-3895-4aa2-8e1c-1fb17fe84dcf,1,0.0,"If MSK<0> are mobilized in the next 10 - 15 years , MSK<0> could provide MSK<3> % of the change needed for the planet . But if action is delayed until after MSK<2> , that number MSK<1> to MSK<3> % , and MSK<1> again to only MSK<3> % after MSK<2> \ ( Griscom \ ) ! global.nature.org ",0
423,423,423,423,423,423,16729.39,1519517904052,,1519517904052,"By deploying, man subjects the earth without restraint to his will and betrays its prior God-given purpose. 
\(from: Johannes Paul II, Centesimus annus, cited by Betz\)
",Would be unnatural interference,-1.0,It is ethical for us to pursue solar geoengineering research.,c0d5f1ed-2063-4306-a532-8a6916f8f274,1,0.0,"By deploying , man subjects the earth without restraint to MSK<0> will and betrays MSK<0> prior God - given purpose . \ ( from : Johannes Paul II , Centesimus annus , cited by Betz \ ) ",0
424,424,424,424,424,424,15900.45,1557030885497,,1540725301089,"Bio-gas is easier to introduce in the existing gas infrastructure, but it can also be less efficient as it requires much more land and water in its processing. It might be a good addition to the existing solutions, but is not yet a viable standalone source",Biogas is a viable replacement for natural gas as it can be introduced into the existing gas infrastructure.,-1.0,Renewable energy sources and sufficient energy storage should replace fossil fuels for grid power.,f898822e-5e65-434a-bc2b-6a5cafc2ca39,-1,0.0,"MSK<0> is easier to introduce in the MSK<1> gas infrastructure , but MSK<0> can also be less efficient as MSK<0> requires much more land and water in MSK<0> processing . MSK<0> might be a good addition to the MSK<1> solutions , but is not yet a viable standalone source ",0
425,425,425,425,425,425,17173.77,1544204957725,,1544204957725,"Oil and gas companies have denied climate change, and have substantially damaged the environment. By releasing cleantech patents into the public domain they will demonstrate that they regret their past, and want to make amends.",Releasing cleantech patents into the public domain will positively affect the image of the companies.,1.0,Oil and gas companies should release their cleantech patents into the public domain.,57bf60ab-d11b-420b-88b6-95d7b1238b71,1,0.0,"MSK<0> have denied climate change , and have substantially damaged the environment . By releasing cleantech patents into the public domain MSK<0> will demonstrate that MSK<0> regret MSK<0> past , and want to make amends . ",0
426,426,426,426,426,426,17627.104,1561906279902,,1561906279902,"The result of bandwagon effect can dilute the protest/ movement. For example, when lots of people join up with radical groups who are protesting inaction on climate change, they raise the profile of the protest, but the message is weaker if the new protesters are not as 'committed to the cause', e.g. willing to adopt radical changes to achieve their end goal.","If many people are supporting a protest, then others of less extreme views may join the protest. This is referred to as the bandwagon effect or conformity.",-1.0,Popular protest is a productive tool in a democracy.,11c33cf8-049a-42c4-8646-fd726e6b8774,1,0.0,"The result of bandwagon effect can dilute the MSK<0> / movement . For example , when MSK<1> join up with MSK<2> groups who are MSK<0> inaction on climate MSK<3> , MSK<1> raise the profile of the MSK<0> , but the message is weaker if MSK<4> are not as ' committed to the cause ' , e.g. willing to adopt MSK<2> MSK<3> to achieve MSK<4> end goal . ",0
427,427,427,427,427,427,1764.286,1487882438921,,1487882438921,"In a recent survey, US college students stated that campuses “are not fully open environments” with 54% of students saying that the climate prevents some people from saying what they believe, as others might find it offensive.",Placing restrictions on expression can cause a chilling effect on how willing people are to investigate their beliefs.,1.0,"Universities, as institutes designed for the exchange of knowledge, have a special obligation to promote free speech.",f4997af4-1f1f-4695-bb75-f87e1371cb3e,1,0.0,"In a recent survey , MSK<0> stated that campuses MSK<2> are not fully open environments MSK<2> with 54 % of students saying that MSK<1> prevents some people from saying what MSK<0> believe , as others might find MSK<1> offensive . ",0
428,428,428,428,428,428,1764.1399,1522964306448,,1522964306448,"Over 30,000 scientists including 37 specializing in climate science, and about 4,000 from atmospheric, environmental, and Earth sciences, have stated that they do not believe there is enough scientific evidence to prove man is contributing to climate change vs. other factors; this shows that there is controversy on the issue, but it does not show that all scientists agree that there is no evidence for anthropogenic global warming.","67 scholars and scientists speaking against one book is not reflective of scientific consensus, just that there is at least some controversy on an issue.",-1.0,"As recently as March 30, 2018 63 prominent scholars and sciences from across the natural and social sciences published an open letter denouncing the claim that the resurgence of the biological concept of race promoted by Murray and others had any basis in the science.",6df9f29c-aa06-401f-a5d2-390a8487f4a9,1,0.0,"Over MSK<0> , have stated that MSK<0> do not believe there is enough scientific MSK<1> to prove man is contributing to MSK<3> MSK<3> vs. other factors ; MSK<2> shows that there is controversy on the issue , but MSK<2> does not show that MSK<0> agree that there is no MSK<1> for anthropogenic MSK<3> MSK<3> . ",0
429,429,429,429,429,429,17715.39,1534195672318,,1534195672318,"Climate change will worsen soil conditions In some areas climate change will result in increased rainfall causing increased soil erosion. In other parts of the world, climate change will result in less rainfall, and soil quality will decrease because of desertification.",Climate change will make it difficult for many parts of the world to continue to grow conventional crops. New genetically modified crops are needed to ensure these regions can continue to produce sufficient food.,1.0,"Such a ban would slow down innovation in food crop and livestock research, by limiting innovation through genetic modification.",57bf60ab-d11b-420b-88b6-95d7b1238b71,1,0.0,"MSK<0> will worsen MSK<1> conditions In some areas climate change will MSK<2> in MSK<3> MSK<4> causing MSK<3> MSK<1> erosion . In other parts of the world , MSK<0> will MSK<2> in less MSK<4> , and MSK<1> quality will decrease because of desertification . ",0
430,430,430,430,430,430,17715.1054,1542037174847,,1542037174847,"Dr Myers, the lead author of article which stated that there was a link between climate change and the nutritional value of staple crops declining, said ""We found that close to 2bn people are getting at least 70% of their iron and zinc from these grains and legumes. So reductions in those crops are potentially quite worrisome in terms of increasing those deficiencies.""","Climate change is making food less nutritious, with important staple crops such as wheat and maize containing fewer essential nutrients like zinc and iron. Projections show that up to 21% more children globally will be at risk of hunger by 2050.",-1.0,The world already produces enough food to feed the global population. Genetically modified crops are thus not needed to solve world hunger. We should instead focus on ensuring equitable distribution of existing non-modified food supplies.,57bf60ab-d11b-420b-88b6-95d7b1238b71,1,0.0,"Dr Myers , the lead author of article which stated that there was a link between climate change and the nutritional value of MSK<0> , said "" We found that MSK<1> are getting at least 70 % of MSK<1> iron and zinc from these grains and legumes . So reductions in MSK<0> are potentially quite worrisome in terms of increasing those deficiencies . "" ",0
431,431,431,431,431,431,17715.1237,1542990163704,,1542990163704,"The phrase 'cropping system' refers to how crops are arranged in time and space, the density with which they are planted, and how they are fertilized, weeded, irrigated and harvested. Changes to 'cropping systems' can be used to help agriculture adapt to climate change. For example, growing several crops at one time can help crops exhibit greater durability during periods of climate related stress. \(p.2\)",Climate change will make it difficult for many parts of the world to continue to grow conventional crops. New genetically modified crops are needed to ensure these regions can continue to produce sufficient food.,1.0,"Such a ban would slow down innovation in food crop and livestock research, by limiting innovation through genetic modification.",57bf60ab-d11b-420b-88b6-95d7b1238b71,-1,0.0,"The phrase ' MSK<0> MSK<1> ' refers to how MSK<2> are arranged in MSK<3> and space , the density with which MSK<2> are planted , and how MSK<2> are fertilized , weeded , irrigated and harvested . MSK<4> to ' MSK<0> MSK<1> ' can be used to MSK<5> agriculture adapt to MSK<6> MSK<4> . For example , growing several MSK<0> at one MSK<3> can MSK<5> MSK<0> exhibit greater durability during periods of MSK<6> related stress . \ ( p. 2 \ ) ",0
432,432,432,432,432,432,16729.302,1525141318171,,1525141318171,"Questions about cost-effectiveness estimates cause concerns about using solar geoengineering. If we don’t have an actual way to reverse the damage we’ve already done, we might as well do nothing. \(Keith, Wagner, Zabel 2017\)nature.com",Reduces solar energy that reaches earth which could be detrimental to solar energy powered technology e360.yale.edu \(Jones 2014\),1.0,"Even a 1.8% reduction in solar radiation would significantly affect the radiation available for solar power systems.
\(Robock\)
atmos.washington.edu",0375e1ea-8f68-42aa-b53f-318a4d3c6ae2,1,0.0,"Questions about cost - effectiveness estimates cause concerns about using solar geoengineering . If MSK<0> do n’t have an actual way to reverse the damage MSK<0> ’ve already done , MSK<0> might as well do nothing . \ ( Keith , Wagner , Zabel 2017 \ ) nature.com ",0
433,433,433,433,433,433,16729.135,1521781914411,,1521781914411,"Countries will not be able to agree on an optimal climate.For example, what if Russia wanted it a couple of degrees warmer, and India a couple of degrees cooler?
\(Robock\)
atmos.washington.edu",Countries unlikely to cooperate,-1.0,"From a political and social standpoint, we should invest in solar geoengineering research.",c0d5f1ed-2063-4306-a532-8a6916f8f274,1,0.0,"Countries will not be able to agree on an optimal climate.For example , what if MSK<0> wanted MSK<0> a MSK<1> of MSK<2> warmer , and India a MSK<1> of MSK<2> cooler ? \ ( Robock \ ) atmos.washington.edu ",0
434,434,434,434,434,434,16729.78,1519515101930,,1519515101930,"By highlighting the limits of climate engineering, R&D will underline the importance of mitigation. \(Cited as Keith, Lovelock by Betz\)
",Could encourage mitigation,1.0,"From a political and social standpoint, we should invest in solar geoengineering research.",c0d5f1ed-2063-4306-a532-8a6916f8f274,1,0.0,"By highlighting the limits of climate engineering , R&D will underline the importance of mitigation . \ ( Cited as Keith , Lovelock by Betz \ ) ",0
435,435,435,435,435,435,16729.237,1523729368979,,1523729368979,"An optimal policy which minimizes irreversible, harmful and uncertain events includes both emissions reductions and solar geoengineering.
\(Heutel, Cruz, Shayegh\)
",Would include mitigation efforts,1.0,The potential scientific benefits of solar geoengineering support further research.,c0d5f1ed-2063-4306-a532-8a6916f8f274,1,0.0,"An optimal policy which minimizes irreversible , harmful and uncertain events includes both emissions reductions and solar geoengineering . \ ( Heutel , Cruz , Shayegh \ ) ",0
436,436,436,436,436,436,16083.297,1557708245681,,1557708066428,"The governments of those states caused those deaths. Communism isn't a form of government anymore than Capitalism is one. It's an economic philosophy. Furthermore, if Communism is responsible for all those deaths, how many deaths is Capitalism responsible for because of food insecurity, slavery, imperialist wars for resources, homelessness, overdoses due to addiction to pain pills sold at a premium, pollution, climate change, and god knows what else?","Communism has been, since it's birth an Utopic scheme, Marx himself declared it as so, all the implementations of communism have lead to the deaths of Millions. Cuba has ~130 thousand deaths, China had ~65 Million, Russia \(or the USSR\) had ~20 Million. Not to mention it's Inherently authoritarian",-1.0,Communism Is Viable in the USA.,2a3f0d1d-97c0-4a8b-824b-b2371b330ecc,-1,0.0,"The MSK<0> of those states caused those MSK<1> . MSK<2> isn't a form of MSK<0> anymore than MSK<3> is one . MSK<3> 's an MSK<5> philosophy . Furthermore , if MSK<2> is MSK<4> for all those MSK<1> , how many MSK<1> is MSK<5> MSK<4> for because of food insecurity , slavery , imperialist wars for resources , homelessness , overdoses due to addiction to pain pills sold at a premium , pollution , climate change , and god knows what else ? ",0
437,437,437,437,437,437,16201.266,1530374079593,,1530374079593,"LGBTQ+ students are less likely than other students to feel comfortable in their classroom, department, and overall campus \(Center for American Progress, pg.52","In schools and work many gay people may not be comfortable discussing their sexuality freely, resulting in straight people being unaware of LGBTQ+ issues and how to interact appropriately with them.",-1.0,"LGBTQ+ individuals regularly interact with straight individuals in schools, places of work and in other social venues. It is a huge exaggeration to claim that the existence of a few LGBTQ+ only bars is equivalent to the LGBTQ+ community self segregating.",566af3b5-74b6-476c-aef0-0446f350643c,1,0.0,"LGBTQ + students are less likely than MSK<0> to feel comfortable in MSK<0> classroom , department , and overall campus \ ( Center for American Progress , pg .52 ",0
438,438,438,438,438,438,1634.736,1479944510225,,1479944510225,"First, substantial increase in environmental harm means entire species of animals get wiped out as a result\(I'd say that harm outweighs benefit that people can afford new iphones\). Secondly, the effect on global warming increase with it. This in turn leads to an increase in natural catastrophes. Tsunamis, hurricanes and earthquakes occur more frequently and everytime they do occur, people lose their houses, cities are torn apart and massive amounts of people die.",There is no adequate reason to believe consumerist behavior \(at your best case scenario of leisure spending\) is less meaningful than necessities if it returns equivalent utility to people.,-1.0,Increased spending on consumption is bad for the environment.,bceefd1f-76fe-4154-9f2d-30fda1b12a03,-1,0.0,"First , substantial MSK<0> in environmental MSK<1> means entire species of animals get wiped out as a result \ ( I 'd say that MSK<1> outweighs benefit that MSK<2> can afford new iphones \ ) . Secondly , the effect on global warming MSK<0> with it . This in turn leads to an MSK<0> in natural catastrophes . MSK<3> MSK<4> more frequently and everytime MSK<3> do MSK<4> , MSK<2> lose MSK<3> houses , cities are torn apart and massive amounts of MSK<2> die . ",0
