Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.1,Unnamed: 0,source_article,logical_fallacies,masked_articles,Unnamed: 0.2,is_fallacy 
587,587,587,407,407,"Instead of negotiating over climate change policies and trying to make them more market-oriented , some political conservatives have taken the approach of blocking them by trying to undermine the science .",['circular reasoning'],"Instead of negotiating over climate change policies and trying to make them more market-oriented , some political conservatives have taken the approach of blocking them by trying to undermine the science .",407.0,1
588,588,588,408,408,Big trouble .,['appeal to emotion'],Big trouble .,408.0,1
589,589,589,409,409,Tens of thousands of people are already dying in heat waves made worse by global warming .,['fallacy of logic'],Tens of thousands of people are already dying in heat waves made worse by global warming .,409.0,1
590,590,590,410,410,"Longer term , if emissions rise unchecked , scientists fear climate effects so severe that they might destabilize governments , produce waves of refugees , precipitate the sixth mass extinction of plants and animals in the Earth ’ s history , and melt the polar ice caps , causing the seas to rise high enough to flood most of the world ’ s coastal cities . The emissions that create those risks are happening now , raising deep moral questions for our generation .",['faulty generalization'],"Longer term , if emissions rise unchecked , scientists fear climate effects so severe that they might destabilize governments , produce waves of refugees , precipitate the sixth mass extinction of plants and animals in the Earth ’ s history , and melt the polar ice caps , causing the seas to rise high enough to flood most of the world ’ s coastal cities . The emissions that create those risks are happening now , raising deep moral questions for our generation .",410.0,1
591,591,591,411,411,"Longer term , if emissions rise unchecked , scientists fear climate effects so severe that they might destabilize governments , produce waves of refugees , precipitate the sixth mass extinction of plants and animals in the Earth ’ s history , and melt the polar ice caps , causing the seas to rise high enough to flood most of the world ’ s coastal cities .",['appeal to emotion'],"Longer term , if emissions rise unchecked , scientists fear climate effects so severe that they might destabilize governments , produce waves of refugees , precipitate the sixth mass extinction of plants and animals in the Earth ’ s history , and melt the polar ice caps , causing the seas to rise high enough to flood most of the world ’ s coastal cities .",411.0,1
592,592,592,412,412,"As the river dries , crews from the United States Fish and Wildlife Service spring into action , working to rescue the Rio Grande silvery minnow , a federally protected endangered species that used to thrive along the full length of the river but now is found only in the upper reaches .",['appeal to emotion'],"As the river dries , crews from the United States Fish and Wildlife Service spring into action , working to rescue the Rio Grande silvery minnow , a federally protected endangered species that used to thrive along the full length of the river but now is found only in the upper reaches .",412.0,1
593,593,593,413,413,"Thirty years later , they are still ignoring it , ” said Zybach , who spent more than 20 years as a reforestation contractor .",['ad hominem'],"Thirty years later , they are still ignoring it , ” said Zybach , who spent more than 20 years as a reforestation contractor .",413.0,1
594,594,594,414,414,"Shortly before leaving office , Clinton introduced the Roadless Rule that restricted the use of existing roads and construction of new roads on 49 million acres of National Forest , making it difficult for officials to scan the land for the kind of kindling that fuels massive conflagrations .",['intentional'],"Shortly before leaving office , Clinton introduced the Roadless Rule that restricted the use of existing roads and construction of new roads on 49 million acres of National Forest , making it difficult for officials to scan the land for the kind of kindling that fuels massive conflagrations .",414.0,1
595,595,595,415,415,"The former president ’ s decision created a ticking time bomb , Zybach argues . “","['ad hominem', 'fallacy of credibility']","The former president ’ s decision created a ticking time bomb , Zybach argues . “",415.0,1
596,596,596,416,416,"Years of keeping these areas in their natural state result in dead trees and dried organic material settling on the forest floor , turning such material into matchsticks soaked in jet fuel during dry seasons , he said .","['appeal to emotion', 'fallacy of logic', 'faulty generalization']","Years of keeping these areas in their natural state result in dead trees and dried organic material settling on the forest floor , turning such material into matchsticks soaked in jet fuel during dry seasons , he said .",416.0,1
597,597,597,417,417,"That ’ s an 80 % decline . “ They ’ ve gone and left hundreds of thousands of acres of burnt timber , a fire bomb waiting to happen , standing in place because the black back woodpecker prefers that habitat , ” Zybach said . “","['false dilemma', 'intentional']","That ’ s an 80 % decline . “ They ’ ve gone and left hundreds of thousands of acres of burnt timber , a fire bomb waiting to happen , standing in place because the black back woodpecker prefers that habitat , ” Zybach said . “",417.0,1
598,598,598,418,418,"The Clinton administration ’ s plan to turn forests in the West into pristine land free of human interference risked fueling “ wildfires reminiscent of the Tillamook burn , the 1910 fires and the Yellowstone fire , ” Zybach , who is based in Oregon , told Evergreen magazine in 1994 , when the NWFP came into effect .",['fallacy of credibility'],"The Clinton administration ’ s plan to turn forests in the West into pristine land free of human interference risked fueling “ wildfires reminiscent of the Tillamook burn , the 1910 fires and the Yellowstone fire , ” Zybach , who is based in Oregon , told Evergreen magazine in 1994 , when the NWFP came into effect .",418.0,1
599,599,599,419,419,"Former President Bill Clinton made a significant change to federal land management nearly 30 years ago that created the conditions necessary for massive wildfires to consume portions of the West Coast , according to one fire expert who predicted the problem years ago .",['fallacy of credibility'],"Former President Bill Clinton made a significant change to federal land management nearly 30 years ago that created the conditions necessary for massive wildfires to consume portions of the West Coast , according to one fire expert who predicted the problem years ago .",419.0,1
600,600,600,420,420,"Shortly before leaving office in 2001 , Clinton limited the ability of the United States Forest Service to thin out a dense thicket of foliage and downed trees on federal land to bring the West into a pristine state , Bob Zybach , an experienced forester with a PhD in environmental science , told the Daily Caller News Foundation .",['fallacy of credibility'],"Shortly before leaving office in 2001 , Clinton limited the ability of the United States Forest Service to thin out a dense thicket of foliage and downed trees on federal land to bring the West into a pristine state , Bob Zybach , an experienced forester with a PhD in environmental science , told the Daily Caller News Foundation .",420.0,1
601,601,601,421,421,"Fires have killed 26 people in West Coast states since August , including 19 people in California , and have culminated in more than half-a-million people evacuating Oregon , a number representing roughly 10 % of the state ’ s overall population .",['appeal to emotion'],"Fires have killed 26 people in West Coast states since August , including 19 people in California , and have culminated in more than half-a-million people evacuating Oregon , a number representing roughly 10 % of the state ’ s overall population .",421.0,1
602,602,602,422,422,"Roughly 100 massive fires are blazing Saturday in the West , including 12 in Idaho and nine in Montana , the National Interagency Fire Center said Saturday . All told , the wildfires have churned through more than 4.5 million acres in 12 states . ( RELATED : Wildfires , Blackouts And High Gas Prices : Californians Fight Familiar Foes Amid Pandemic )",['ad populum'],"Roughly 100 massive fires are blazing Saturday in the West , including 12 in Idaho and nine in Montana , the National Interagency Fire Center said Saturday . All told , the wildfires have churned through more than 4.5 million acres in 12 states . ( RELATED : Wildfires , Blackouts And High Gas Prices : Californians Fight Familiar Foes Amid Pandemic )",422.0,1
603,603,603,423,423,"It ’ s great for lawyers , but it ’ s bad for people who breathe air or work in the woods . ” “ The prescribed burns are an ancient form of management for keeping the fuels down so these events don ’ t happen , ” Zybach added , referring to Native American Indians who used controlled burns to ward away pests and prevent wildfires from licking their homes . The Clinton administration ’ s plan to turn forests in the West into pristine land free of human interference risked fueling “ wildfires reminiscent of the Tillamook burn , the 1910 fires and the Yellowstone fire , ” Zybach , who is based in Oregon , told Evergreen magazine in 1994 , when the NWFP came into effect .",['fallacy of credibility'],"It ’ s great for lawyers , but it ’ s bad for people who breathe air or work in the woods . ” “ The prescribed burns are an ancient form of management for keeping the fuels down so these events don ’ t happen , ” Zybach added , referring to Native American Indians who used controlled burns to ward away pests and prevent wildfires from licking their homes . The Clinton administration ’ s plan to turn forests in the West into pristine land free of human interference risked fueling “ wildfires reminiscent of the Tillamook burn , the 1910 fires and the Yellowstone fire , ” Zybach , who is based in Oregon , told Evergreen magazine in 1994 , when the NWFP came into effect .",423.0,1
604,604,604,424,424,"The Clinton administration ’ s plan to turn forests in the West into pristine land free of human interference risked fueling “ wildfires reminiscent of the Tillamook burn , the 1910 fires and the Yellowstone fire , ” Zybach , who is based in Oregon , told Evergreen magazine in 1994 , when the NWFP came into effect . Western Oregon had one major fire above 10,000 acres between 1952 and 1987 , reports show . The Silver Complex Fire of 1987 snapped that streak after torching more than 100,000 acres in the Kalmiopsis Wilderness area , killing rare plants and trees the federal government sought to protect from human activities .",['appeal to emotion'],"The Clinton administration ’ s plan to turn forests in the West into pristine land free of human interference risked fueling “ wildfires reminiscent of the Tillamook burn , the 1910 fires and the Yellowstone fire , ” Zybach , who is based in Oregon , told Evergreen magazine in 1994 , when the NWFP came into effect . Western Oregon had one major fire above 10,000 acres between 1952 and 1987 , reports show . The Silver Complex Fire of 1987 snapped that streak after torching more than 100,000 acres in the Kalmiopsis Wilderness area , killing rare plants and trees the federal government sought to protect from human activities .",424.0,1
605,605,605,425,425,"The solution is “ to get good fire on the ground and whittle down some of that fuel load , ” he told ProPublica in August . “ It ’ s just … well … it ’ s horrible .",['fallacy of credibility'],"The solution is “ to get good fire on the ground and whittle down some of that fuel load , ” he told ProPublica in August . “ It ’ s just … well … it ’ s horrible .",425.0,1
606,606,606,426,426,"I suffer from Cassandra syndrome , ” Ingalsbee said , referring to the Cassandra Syndrome , a Greek metaphor people use when they believe their valid warnings are not heeded . “ Every year I warn people : Disaster ’ s coming . We got to change . And no one listens . And then it happens . ”",['false causality'],"I suffer from Cassandra syndrome , ” Ingalsbee said , referring to the Cassandra Syndrome , a Greek metaphor people use when they believe their valid warnings are not heeded . “ Every year I warn people : Disaster ’ s coming . We got to change . And no one listens . And then it happens . ”",426.0,1
607,607,607,427,427,"The solution might be easier said than done . Nearly 20 million acres in California , or an area about the size of Maine , will need to experience controlled burns to limit catastrophic wildfires , a January study from Nature Sustainability found .",['fallacy of credibility'],"The solution might be easier said than done . Nearly 20 million acres in California , or an area about the size of Maine , will need to experience controlled burns to limit catastrophic wildfires , a January study from Nature Sustainability found .",427.0,1
608,608,608,428,428,Other researchers share his skepticism .,['fallacy of credibility'],Other researchers share his skepticism .,428.0,1
609,609,609,429,429,"Zybach is not convinced . “ The lack of active land management is almost 100 percent the cause , ” he told the DCNF , noting that climate change has almost nothing to do with fire kindling gathering across the forest floors .",['fallacy of credibility'],"Zybach is not convinced . “ The lack of active land management is almost 100 percent the cause , ” he told the DCNF , noting that climate change has almost nothing to do with fire kindling gathering across the forest floors .",429.0,1
610,610,610,430,430,"Mass ’ s critique came as Mendocino Complex Fire was spreading across California on its way to becoming the largest wildfire in the state , engulfing more than 283,000 acres .",['appeal to emotion'],"Mass ’ s critique came as Mendocino Complex Fire was spreading across California on its way to becoming the largest wildfire in the state , engulfing more than 283,000 acres .",430.0,1
611,611,611,431,431,"The solution is “ to get good fire on the ground and whittle down some of that fuel load , ” he told ProPublica in August . “ It ’ s just … well … it ’ s horrible . Horrible to see this happening when the science is so clear and has been clear for years . I suffer from Cassandra syndrome , ” Ingalsbee said , referring to the Cassandra Syndrome , a Greek metaphor people use when they believe their valid warnings are not heeded . “ Every year I warn people : Disaster ’ s coming .",['intentional'],"The solution is “ to get good fire on the ground and whittle down some of that fuel load , ” he told ProPublica in August . “ It ’ s just … well … it ’ s horrible . Horrible to see this happening when the science is so clear and has been clear for years . I suffer from Cassandra syndrome , ” Ingalsbee said , referring to the Cassandra Syndrome , a Greek metaphor people use when they believe their valid warnings are not heeded . “ Every year I warn people : Disaster ’ s coming .",431.0,1
612,612,612,432,432,The latest Democratic Party platform compares the fight against global warming to World War II .,['intentional'],The latest Democratic Party platform compares the fight against global warming to World War II .,432.0,1
613,613,613,433,433,"Until civility returns , our side can ask whether the critics are acting like the Gestapo of global warming .",['ad hominem'],"Until civility returns , our side can ask whether the critics are acting like the Gestapo of global warming .",433.0,1
614,614,614,434,434,There is some levity in all this charade .,['intentional'],There is some levity in all this charade .,434.0,1
615,615,615,435,435,"And the great middle can be excused for realizing that obsessing about climate change is avoiding a frank discussion about the here-and-now problems of budget deficits , the federal debt , school choice , entitlement reform , and so on .","['false dilemma', 'false dilemma', 'fallacy of logic']","And the great middle can be excused for realizing that obsessing about climate change is avoiding a frank discussion about the here-and-now problems of budget deficits , the federal debt , school choice , entitlement reform , and so on .",435.0,1
616,616,616,436,436,"Sensitivity estimates—defined as the temperature effect from the enhanced greenhouse effect—have been coming down in the peer-reviewed literature , even to the point when climate economists see a positive externality , not a negative one , from the human influence on climate . ( In technical lingo , the so-called social cost of carbon would be negative . )","['intentional', 'faulty generalization']","Sensitivity estimates—defined as the temperature effect from the enhanced greenhouse effect—have been coming down in the peer-reviewed literature , even to the point when climate economists see a positive externality , not a negative one , from the human influence on climate . ( In technical lingo , the so-called social cost of carbon would be negative . )",436.0,1
617,617,617,437,437,"But fifty days and years later , and the earth still spins .",['intentional'],"But fifty days and years later , and the earth still spins .",437.0,1
618,618,618,438,438,Green activists are at war with the greatest American foe since the Axis Powers—or so they say .,['ad hominem'],Green activists are at war with the greatest American foe since the Axis Powers—or so they say .,438.0,1
619,619,619,439,439,"Using terms such as `` battlefield , '' `` siege , '' and `` front , '' those opposed this `` war effort '' have been labeled anything from Nazis to Holocaust deniers . ( I personally have been called a sociopath by climate activist Joe Romm of the Center for American Progress , another story . )","['ad hominem', 'fallacy of relevance', 'ad hominem', 'intentional']","Using terms such as `` battlefield , '' `` siege , '' and `` front , '' those opposed this `` war effort '' have been labeled anything from Nazis to Holocaust deniers . ( I personally have been called a sociopath by climate activist Joe Romm of the Center for American Progress , another story . )",439.0,1
620,620,620,440,440,"Equating the Third Reich with the free society ’ s fossil-fuel reliance , and charging Republicans with climate destruction , is from the theater of the absurd .","['intentional', 'ad hominem', 'fallacy of extension']","Equating the Third Reich with the free society ’ s fossil-fuel reliance , and charging Republicans with climate destruction , is from the theater of the absurd .",440.0,1
621,621,621,441,441,Don ’ t “ vote for climate catastrophe ” warned a Washington Post editorialist . “,['intentional'],Don ’ t “ vote for climate catastrophe ” warned a Washington Post editorialist . “,441.0,1
622,622,622,442,442,Americans care greatly about the future ; to say otherwise is to deny their very humanity .,['false dilemma'],Americans care greatly about the future ; to say otherwise is to deny their very humanity .,442.0,1
623,623,623,443,443,Perhaps there is good news in the ugliness of desperate activists who are trying to get their issue out front .,['ad hominem'],Perhaps there is good news in the ugliness of desperate activists who are trying to get their issue out front .,443.0,1
624,624,624,444,444,"Not only do polls suggest the public is unmoved at home and in abroad , serial exaggeration at this point is arguably backfiring , confirming the perils of climate exaggeration .",['ad populum'],"Not only do polls suggest the public is unmoved at home and in abroad , serial exaggeration at this point is arguably backfiring , confirming the perils of climate exaggeration .",444.0,1
625,625,625,445,445,"Yet their dismal track record seems to lead to only more drama and hyperbole , not humility and open-mindedness .",['ad hominem'],"Yet their dismal track record seems to lead to only more drama and hyperbole , not humility and open-mindedness .",445.0,1
626,626,626,446,446,"Back in 2006 , Al Gore prophesied that unless the world dramatically reduced greenhouse gasses , we would hit a `` point of no return . '' And in his book review of Gore ’ s book and movie from that year , An Inconvenient Truth , scientist James Hansen unequivocally stated : “ We have at most ten years—not ten years to decide upon action , but ten years to alter fundamentally the trajectory of global greenhouse emissions . ” Time is up on Gore ’ s “ point of no return ” and Hansen ’ s “ critical tipping point. ”",['intentional'],"Back in 2006 , Al Gore prophesied that unless the world dramatically reduced greenhouse gasses , we would hit a `` point of no return . '' And in his book review of Gore ’ s book and movie from that year , An Inconvenient Truth , scientist James Hansen unequivocally stated : “ We have at most ten years—not ten years to decide upon action , but ten years to alter fundamentally the trajectory of global greenhouse emissions . ” Time is up on Gore ’ s “ point of no return ” and Hansen ’ s “ critical tipping point. ”",446.0,1
627,627,627,447,447,Time is up on Gore ’ s “ point of no return ” and Hansen ’ s “ critical tipping point. ”,['fallacy of logic'],Time is up on Gore ’ s “ point of no return ” and Hansen ’ s “ critical tipping point. ”,447.0,1
628,628,628,448,448,"Rajendra Pachauri , while head of a United Nations climate panel , pleaded that without drastic action before 2012 , it would be too late to save the planet . Back in the late 1980s , the UN claimed that if global warming were not checked by 2000 , rising sea levels would wash entire counties away . Four years ago , Peter Wadhams , professor of ocean physics at the University of Cambridge , predicted “ global disaster ” from the demise of Arctic sea ice—in four years . He too , is eating crow . There is some levity in all this charade . In 2009 , then-British Prime Minister Gordon Brown predicted that the world had only 50 days to save the planet from global warming . But fifty days and years later , and the earth still spins .",['intentional'],"Rajendra Pachauri , while head of a United Nations climate panel , pleaded that without drastic action before 2012 , it would be too late to save the planet . Back in the late 1980s , the UN claimed that if global warming were not checked by 2000 , rising sea levels would wash entire counties away . Four years ago , Peter Wadhams , professor of ocean physics at the University of Cambridge , predicted “ global disaster ” from the demise of Arctic sea ice—in four years . He too , is eating crow . There is some levity in all this charade . In 2009 , then-British Prime Minister Gordon Brown predicted that the world had only 50 days to save the planet from global warming . But fifty days and years later , and the earth still spins .",448.0,1
629,629,629,449,449,"He too , is eating crow .",['ad hominem'],"He too , is eating crow .",449.0,1
630,630,630,450,450,Physical science has turned into profit-maximizing political science .,['ad hominem'],Physical science has turned into profit-maximizing political science .,450.0,1
631,631,631,451,451,"Can climate research get back on track ? Can the “ uncertainty monster ” in climate research , and particularly climate modeling , be acknowledged ? Can such study overcome the Malthusian bias ( change is bad ; mankind is at fault ) to achieve impartiality ? Can the federal role in climate research be scaled back to improve incentives and quality ?",['intentional'],"Can climate research get back on track ? Can the “ uncertainty monster ” in climate research , and particularly climate modeling , be acknowledged ? Can such study overcome the Malthusian bias ( change is bad ; mankind is at fault ) to achieve impartiality ? Can the federal role in climate research be scaled back to improve incentives and quality ?",451.0,1
632,632,632,452,452,"“ Fossil fuels don ’ t take a clean environment and make it dirty , ” noted Alex Epstein , `` they take a dirty environment and make it clean. ” Fossil fuels , he adds , “ don ’ t take a safe climate and make it dangerous , they take a dangerous climate and make it safe . ”",['circular reasoning'],"“ Fossil fuels don ’ t take a clean environment and make it dirty , ” noted Alex Epstein , `` they take a dirty environment and make it clean. ” Fossil fuels , he adds , “ don ’ t take a safe climate and make it dangerous , they take a dangerous climate and make it safe . ”",452.0,1
633,633,633,453,453,"The new research shows that without meat and dairy consumption , global farmland use could be reduced by more than 75 % – an area equivalent to the US , China , European Union and Australia combined – and still feed the world .",['intentional'],"The new research shows that without meat and dairy consumption , global farmland use could be reduced by more than 75 % – an area equivalent to the US , China , European Union and Australia combined – and still feed the world .",453.0,1
634,634,634,454,454,"Avoiding meat and dairy products is the single biggest way to reduce your environmental impact on the planet , according to the scientists behind the most comprehensive analysis to date of the damage farming does to the planet .",['fallacy of credibility'],"Avoiding meat and dairy products is the single biggest way to reduce your environmental impact on the planet , according to the scientists behind the most comprehensive analysis to date of the damage farming does to the planet .",454.0,1
635,635,635,455,455,The solution requires political courage .,['appeal to emotion'],The solution requires political courage .,455.0,1
636,636,636,456,456,Global human emissions are only 3 per cent of total annual emissions . It has never been shown that human emissions of carbon dioxide drive global warming .,"['faulty generalization', 'fallacy of logic']",Global human emissions are only 3 per cent of total annual emissions . It has never been shown that human emissions of carbon dioxide drive global warming .,456.0,1
637,637,637,457,457,"If it were shown , it would also have to be shown that the 97 per cent of emissions from natural processes such as ocean degassing , volcanoes , natural chemical reactions and exhalation don ’ t drive global warming .",['fallacy of logic'],"If it were shown , it would also have to be shown that the 97 per cent of emissions from natural processes such as ocean degassing , volcanoes , natural chemical reactions and exhalation don ’ t drive global warming .",457.0,1
638,638,638,458,458,"In the geological past , Earth ’ s atmosphere had hundreds of times the CO2 content of the modern atmosphere yet there were no carbon dioxide-driven catastrophes .","['fallacy of credibility', 'equivocation', 'fallacy of relevance', 'intentional']","In the geological past , Earth ’ s atmosphere had hundreds of times the CO2 content of the modern atmosphere yet there were no carbon dioxide-driven catastrophes .",458.0,1
639,639,639,459,459,"Without correlation , there can be no causation .","['fallacy of logic', 'intentional']","Without correlation , there can be no causation .",459.0,1
640,640,640,460,460,You couldn ’ t make it up if you tried .,['intentional'],You couldn ’ t make it up if you tried .,460.0,1
641,641,641,461,461,"Ice core drilling shows that 800 years after natural warming , the atmosphere increases in carbon dioxide . The zenith of the Little Ice Age was 300 years ago and since then we have slightly warmed and cooled during a long-term warming trend . Instrumental temperature measurements over the past 150 years show no correlation between human emissions of CO2 and ­temperature . On all timescales it can be shown that there is no correlation between CO2 emissions and global warming .","['intentional', 'fallacy of logic']","Ice core drilling shows that 800 years after natural warming , the atmosphere increases in carbon dioxide . The zenith of the Little Ice Age was 300 years ago and since then we have slightly warmed and cooled during a long-term warming trend . Instrumental temperature measurements over the past 150 years show no correlation between human emissions of CO2 and ­temperature . On all timescales it can be shown that there is no correlation between CO2 emissions and global warming .",461.0,1
642,642,642,462,462,"No genuine environmentalist could honestly support subsidised wind turbines that despoil the scenery , slice and dice birds and bats , damage human health and spread toxins .","['intentional', 'appeal to emotion', 'fallacy of extension']","No genuine environmentalist could honestly support subsidised wind turbines that despoil the scenery , slice and dice birds and bats , damage human health and spread toxins .",462.0,1
643,643,643,463,463,"Unless the laws of physics are changed , solar power can not be made more efficient .","['intentional', 'fallacy of extension']","Unless the laws of physics are changed , solar power can not be made more efficient .",463.0,1
644,644,644,464,464,"In the corporate world , if a loss is “ homo­genised ” to a profit , it is fraud .",['fallacy of logic'],"In the corporate world , if a loss is “ homo­genised ” to a profit , it is fraud .",464.0,1
645,645,645,465,465,This is not environmentalism .,['intentional'],This is not environmentalism .,465.0,1
646,646,646,466,466,"It is power over people by unelected activists , often ­funded from outside Australia .",['fallacy of relevance'],"It is power over people by unelected activists , often ­funded from outside Australia .",466.0,1
647,647,647,467,467,Solar facilities result in the clearing and environmental degradation of huge acreages and depositing of toxins .,['fallacy of logic'],Solar facilities result in the clearing and environmental degradation of huge acreages and depositing of toxins .,467.0,1
648,648,648,468,468,No wonder Spain went broke .,['false causality'],No wonder Spain went broke .,468.0,1
649,649,649,469,469,"The subsidies for wind and solar power and the must-take mandate have attracted all sorts of dodgy enterprises , lickspittles and carpetbaggers to the renewable energy honey pot .",['ad hominem'],"The subsidies for wind and solar power and the must-take mandate have attracted all sorts of dodgy enterprises , lickspittles and carpetbaggers to the renewable energy honey pot .",469.0,1
650,650,650,470,470,"The National Energy Market was the nail in the coffin and , after 40 years of falling electricity costs and a reliable grid , Australia now has energy poverty and destruction of businesses . Electricity is not a luxury ; it is a necessity for any civilised society .",['false causality'],"The National Energy Market was the nail in the coffin and , after 40 years of falling electricity costs and a reliable grid , Australia now has energy poverty and destruction of businesses . Electricity is not a luxury ; it is a necessity for any civilised society .",470.0,1
651,651,651,471,471,Electricity is not a luxury ; it is a necessity for any civilised society .,['fallacy of relevance'],Electricity is not a luxury ; it is a necessity for any civilised society .,471.0,1
652,652,652,472,472,"As soon as the words emissions , climate change and Paris are used , you know you are being conned and that the world ’ s biggest scam will continue .","['intentional', 'ad hominem', 'ad hominem']","As soon as the words emissions , climate change and Paris are used , you know you are being conned and that the world ’ s biggest scam will continue .",472.0,1
653,653,653,473,473,"I fear there will be years of ­increasing pain before there is enough political courage to bring Australia to what it had in the past : cheap , reliable employment-generating electricity .",['fallacy of credibility'],"I fear there will be years of ­increasing pain before there is enough political courage to bring Australia to what it had in the past : cheap , reliable employment-generating electricity .",473.0,1
654,654,654,474,474,Global human emissions are only 3 per cent of total annual emissions .,['intentional'],Global human emissions are only 3 per cent of total annual emissions .,474.0,1
655,655,655,475,475,"The past shows that climate change is normal , that warmer times and more atmospheric carbon dioxide have driven biodiversity and that cold times kill .","['fallacy of credibility', 'intentional']","The past shows that climate change is normal , that warmer times and more atmospheric carbon dioxide have driven biodiversity and that cold times kill .",475.0,1
656,656,656,476,476,Instrumental temperature measurements over the past 150 years show no correlation between human emissions of CO2 and ­temperature . On all timescales it can be shown that there is no correlation between CO2 emissions and global warming .,['intentional'],Instrumental temperature measurements over the past 150 years show no correlation between human emissions of CO2 and ­temperature . On all timescales it can be shown that there is no correlation between CO2 emissions and global warming .,476.0,1
657,657,657,477,477,On all timescales it can be shown that there is no correlation between CO2 emissions and global warming .,['intentional'],On all timescales it can be shown that there is no correlation between CO2 emissions and global warming .,477.0,1
658,658,658,478,478,"Australia remains the only G20 country with no nuclear power yet has 30 per cent of the planet ’ s in-ground uranium , mainly in South Australia .",['intentional'],"Australia remains the only G20 country with no nuclear power yet has 30 per cent of the planet ’ s in-ground uranium , mainly in South Australia .",478.0,1
659,659,659,479,479,Construction and maintenance of wind and solar facilities ­release far more carbon dioxide than they are meant to save over their working lives and they need to be sup­ported 24/7 by coal-fired generators .,['intentional'],Construction and maintenance of wind and solar facilities ­release far more carbon dioxide than they are meant to save over their working lives and they need to be sup­ported 24/7 by coal-fired generators .,479.0,1
660,660,660,480,480,"Australia ’ s signed a suicide note yet didn ’ t seem to notice that China , India , Indonesia and the US did not commit to reducing their large carbon dioxide emissions .",['intentional'],"Australia ’ s signed a suicide note yet didn ’ t seem to notice that China , India , Indonesia and the US did not commit to reducing their large carbon dioxide emissions .",480.0,1
661,661,661,481,481,Australia ’ s energy policy is based on the fallacious assumption that human emissions of CO2 drive global warming .,['intentional'],Australia ’ s energy policy is based on the fallacious assumption that human emissions of CO2 drive global warming .,481.0,1
662,662,662,482,482,"The grasslands , crops , forests and territorial waters of Australia absorb more carbon dioxide than Australia emits . Australia should demand the Paris Accord shell out some of the billions sloshing around in the climate business .",['intentional'],"The grasslands , crops , forests and territorial waters of Australia absorb more carbon dioxide than Australia emits . Australia should demand the Paris Accord shell out some of the billions sloshing around in the climate business .",482.0,1
663,663,663,483,483,Cooling trends have been “ homogenised ” to warming trends .,['intentional'],Cooling trends have been “ homogenised ” to warming trends .,483.0,1
664,664,664,484,484,"Worst-case global heating scenarios may need to be revised upwards in light of a better understanding of the role of clouds , scientists have said .",['fallacy of credibility'],"Worst-case global heating scenarios may need to be revised upwards in light of a better understanding of the role of clouds , scientists have said .",484.0,1
665,665,665,485,485,"Recent modelling data suggests the climate is considerably more sensitive to carbon emissions than previously believed , and experts said the projections had the potential to be “ incredibly alarming ” , though they stressed further research would be needed to validate the new numbers .","['faulty generalization', 'intentional']","Recent modelling data suggests the climate is considerably more sensitive to carbon emissions than previously believed , and experts said the projections had the potential to be “ incredibly alarming ” , though they stressed further research would be needed to validate the new numbers .",485.0,1
666,666,666,486,486,"Compared with the last assessment in 2014 , 25 % of them show a sharp upward shift from 3C to 5C in climate sensitivity – the amount of warming projected from a doubling of atmospheric carbon dioxide from the preindustrial level of 280 parts per million .","['intentional', 'intentional']","Compared with the last assessment in 2014 , 25 % of them show a sharp upward shift from 3C to 5C in climate sensitivity – the amount of warming projected from a doubling of atmospheric carbon dioxide from the preindustrial level of 280 parts per million .",486.0,1
667,667,667,487,487,"Now , we are suddenly starting to see big climate models on the best supercomputers showing things could be worse than we thought . ”",['faulty generalization'],"Now , we are suddenly starting to see big climate models on the best supercomputers showing things could be worse than we thought . ”",487.0,1
668,668,668,488,488,"“ Clouds will determine humanity ’ s fate – whether climate is an existential threat or an inconvenience that we will learn to live with , ” said Palmer . “ Most recent models suggest clouds will make matters worse . ”",['faulty generalization'],"“ Clouds will determine humanity ’ s fate – whether climate is an existential threat or an inconvenience that we will learn to live with , ” said Palmer . “ Most recent models suggest clouds will make matters worse . ”",488.0,1
669,669,669,489,489,"Worst-case projections in excess of 5C have been generated by several of the world ’ s leading climate research bodies , including the UK Met Office ’ s Hadley Centre and the EU ’ s Community Earth System Model .",['intentional'],"Worst-case projections in excess of 5C have been generated by several of the world ’ s leading climate research bodies , including the UK Met Office ’ s Hadley Centre and the EU ’ s Community Earth System Model .",489.0,1
670,670,670,490,490,"People asked whether there was a bug in the code , ” he said . “ But it boiled down to relatively small changes in the way clouds are represented in the models . ”",['appeal to emotion'],"People asked whether there was a bug in the code , ” he said . “ But it boiled down to relatively small changes in the way clouds are represented in the models . ”",490.0,1
671,671,671,491,491,"“ The more we learn , the more fragile the Earth system seems to be and the faster we need to move , ” he said . “",['fallacy of logic'],"“ The more we learn , the more fragile the Earth system seems to be and the faster we need to move , ” he said . “",491.0,1
672,672,672,492,492,You can say this for bleeding-heart liberals : They certainly have a flair for the ironic .,"['ad hominem', 'ad hominem']",You can say this for bleeding-heart liberals : They certainly have a flair for the ironic .,492.0,1
673,673,673,493,493,An expedition designed to gather evidence of global warming and “ climate change ” in the Arctic was canceled last month after a humiliating discovery was made :,['intentional'],An expedition designed to gather evidence of global warming and “ climate change ” in the Arctic was canceled last month after a humiliating discovery was made :,493.0,1
